name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
101_s0001,0.2106986662944937,-0.5001181962125817,고개 움직임,128,512,128,2,4,16
101_s0002,0.2106986662944646,-0.5001181962125607,입술 움직임,512,512,512,2,4,16
101_s0003,0.210698666294345,-0.5001181962124764,입술 움직임,512,512,512,2,4,16
101_s0004,0.2106986662942906,-0.5001181962124384,몸 움직임,8,512,2,2,4,8
101_s0005,0.210698666294321,-0.500118196212458,팔 움직임,16,512,2,2,4,8
101_s0006,0.2182513512759583,-0.5138984273726303,입술 움직임,512,512,512,2,4,16
101_s0007,0.2710113755884983,1.2632973967018954,몸&팔 움직임,24,512,2,2,4,8
101_s0008,0.3370096427455282,1.2885434189034752,입술 움직임,512,512,512,2,4,16
101_s0009,0.3074571749788946,0.6248538532152861,머리 움직임,128,512,128,2,4,16
101_s0010,0.189779671775448,-0.70672529868892,입술 움직임,512,512,512,2,4,16
101_s0011,-0.4341388425180756,-0.9662270252830204,팔 움직임,16,512,2,2,4,8
101_s0012,-0.5313359264115763,-0.6375626207028132,입술 움직임,512,512,512,2,4,16
101_s0013,-0.4244340106669246,-0.6036030324687414,몸 움직임,8,512,2,2,4,8
101_s0014,-0.3959156015805443,-0.046876608008923,입술 움직임,512,512,512,2,4,16
101_s0015,0.0972599522676897,0.2121197244700075,고개 움직임,128,512,128,2,4,16
101_s0016,0.4795130296966738,0.9661184264584216,고개 움직임,128,512,128,2,4,16
101_s0017,0.2292237951096115,0.7220600443582759,고개 움직임,128,512,128,2,4,16
101_s0018,0.6232313331086176,0.7760088945532284,몸 움직임,8,512,2,2,4,8
101_s0019,0.601252323504748,1.5790105192164074,입술 움직임,512,512,512,2,4,16
101_s0020,0.6149276379027936,1.442955865090637,몸 움직임,8,512,2,2,4,8
101_s0021,0.9820337996503646,1.8972406322760031,입술 움직임,512,512,512,2,4,16
101_s0022,1.1690097656100882,-0.1806216393279129,입술 움직임,512,512,512,2,4,16
101_s0023,0.93611550831152,-0.7570989662299495,입술 움직임,512,512,512,2,4,16
101_s0024,1.1087650170994237,-1.3619079031908403,입술핥기,512,512,512,2,4,16
101_s0025,1.5784709097662653,-1.4758309638809022,윙크,2048,512,2048,2,4,16
101_s0026,1.1880217793076293,-1.6655161236090603,입술 움직임,512,512,512,2,4,16
101_s0027,0.7404676388107928,-1.7934359823310897,자세 바로잡기,2,512,2,2,4,8
101_s0028,-0.2064842782001497,-0.7844662221104952,몸 움직임,8,512,2,2,4,8
101_s0029,-0.2252745924030784,-0.4855370451627532,팔 움직임,16,512,2,2,4,8
101_s0030,-0.5548700148490452,-0.3299453951856507,끄덕거림,128,512,128,2048,2048,32
101_s0031,-0.5383630619226508,0.0979704289067881,몸 움직임,8,512,2,2,4,8
101_s0032,0.2944544394434509,0.0103052378988517,윙크,2048,512,2048,2,4,16
101_s0033,-0.4666391674812499,0.3351865757882281,눈 비비기,48,2048,2048,2,4,1024
101_s0034,-0.838936027483181,0.6340845233415819,고개 움직임,128,512,128,2,4,16
101_s0035,0.3972243181372777,0.2367715132785462,끄덕거림,128,512,128,2048,2048,32
101_s0036,0.5310680416471311,-0.6457598201549885,손 움직임,32,512,2,2,4,8
101_s0037,0.7803073721787683,-0.3506821528633599,턱받침,48,512,16,2,8,1024
101_s0038,0.3574065842524903,-0.3147198529838386,고개 원위치,128,512,128,2,4,16
101_s0039,0.1916996021451243,-0.6179533177924204,코 훌쩍거림 + 하품,4,512,8,2,132,144
101_s0040,0.2064686467090187,-0.6737891089085262,의자 흔듬,8,512,1,2,2,2048
101_s0041,0.0798972884533437,-0.6499114197695484,코 훌쩍거림,1024,512,1024,2,4,16
101_s0042,-0.0347733318926469,-0.6505523011560388,팔 내림,16,512,2,2,4,8
101_s0043,-0.3671798862375675,-0.6021865008145931,웃음,4,512,8,256,256,32
101_s0044,-1.0738409496453596,-0.4674713681874292,의자 흔듬,8,512,1,2,2,2048
101_s0045,-0.6718339071790745,-0.7533833896749332,몸 움직임,8,512,2,2,4,8
101_s0046,-0.3252724061898877,-1.2346696576718617,책상 위에 손 + 턱괴기,48,512,18,2,8,264
101_s0047,-0.547402420403078,-1.2455384990039011,고개 움직임,128,512,128,2,4,16
101_s0048,-0.5038247846200313,-1.2791665872603166,입술 움직임,512,512,512,2,4,16
101_s0049,-0.5826950872495025,-1.2646695021368748,몸 움직임,8,512,2,2,4,8
101_s0050,-0.70075266969072,-1.1091814328998482,의자 흔듬,8,512,1,2,2,2048
101_s0051,-0.7385332781245192,-1.2016255736458057,입술 움직임,512,512,512,2,4,16
101_s0052,-0.1737109692569566,-1.136563212856421,눈 비비기,48,2048,2048,2,4,1024
101_s0053,0.0880611853671728,-0.973683212619177,눈 비비기,48,2048,2048,2,4,1024
101_s0054,0.9356004400306536,-0.8578087702359377,입술 움직임,512,512,512,2,4,16
101_s0055,0.7455346497350783,-0.3785030064689387,웃음,4,512,8,256,256,32
101_s0056,0.1032038069509639,-0.1321122141500371,입술 움직임,512,512,512,2,4,16
101_s0057,-0.8061812605723678,0.2453600558548259,고개 움직임,128,512,128,2,4,16
101_s0058,-0.8215736530465174,0.6393951529246523,웃음,4,512,8,256,256,32
101_s0059,-0.6828939159573558,3.426212093780057,입술 움직임,512,512,512,2,4,16
101_s0060,-0.1332509820240626,1.651968267949135,몸 움직임,8,512,2,2,4,8
101_s0061,0.4758221280505215,0.7076909494676519,몸 움직임,8,512,2,2,4,8
101_s0062,-0.4280956144023521,0.9004192707071015,몸 움직임,8,512,2,2,4,8
101_s0063,-0.4903974812049027,0.8925717928007363,의자 흔듬,8,512,1,2,2,2048
101_s0064,-0.1096823621778861,-0.1412258674480302,몸 움직임,8,512,2,2,4,8
101_s0065,1.4494553035918087,-0.2334565037773099,입술 움직임,512,512,512,2,4,16
101_s0066,1.3167477130227314,-0.2677061785685183,몸 움직임,8,512,2,2,4,8
101_s0067,1.0144930845051685,-0.2461320288868549,의자 흔듬,8,512,1,2,2,2048
101_s0068,0.7154711150384554,-0.3901694721014175,놀란 얼굴,4,512,8,64,64,32
101_s0069,0.9786280300107784,-0.4338895454694024,몸 움직임,8,512,2,2,4,8
101_s0070,0.1108009327140802,-1.1300818663829235,몸 움직임,8,512,2,2,4,8
101_s0071,-0.7770631885187739,0.1297755958522102,몸 움직임,8,512,2,2,4,8
101_s0072,0.5269473756311628,0.5456537245515637,몸 움직임,8,512,2,2,4,8
101_s0073,1.1948135415148011,-0.6024301524552733,몸 움직임,8,512,2,2,4,8
101_s0074,0.3237739987117553,-1.3256048681030437,몸 움직임,8,512,2,2,4,8
101_s0075,0.0390745149932637,-0.8814405002439587,고개 움직임,128,512,128,2,4,16
101_s0076,0.1661868112033263,-0.7736645369780546,몸 움직임,8,512,2,2,4,8
101_s0077,0.3338901375982676,-0.7641391127210235,몸 움직임,8,512,2,2,4,8
101_s0078,0.0964613999164005,-1.0440135250520337,입술 움직임,512,512,512,2,4,16
101_s0079,1.0001288500276253,-1.1293799671956313,입술 움직임,512,512,512,2,4,16
101_s0080,0.2640820921774505,-1.1715829767952473,자세 바로잡기,2,512,2,2,4,8
101_s0081,0.4895138555257743,-1.296719055163405,눈 비비기,48,2048,2048,2,4,1024
101_s0082,0.6590542916224054,-0.9837718169674236,윙크,2048,512,2048,2,4,16
101_s0083,0.5142051776861082,-1.0165766357333723,자세 바로잡기,2,512,2,2,4,8
101_s0084,0.2930875443482618,-0.1467603434120852,의자 흔듬,8,512,1,2,2,2048
101_s0085,0.6550747368623926,-0.3760952772231342,입술 움직임,512,512,512,2,4,16
101_s0086,0.7310017062229065,-0.4679939431053977,자세 바로잡기,2,512,2,2,4,8
101_s0087,1.0236313665280332,-0.9033080475688964,자세 바로잡기,2,512,2,2,4,8
101_s0088,0.2860975707569156,2.2035523220940467,몸,0,0,2,0,4,0
101_s0089,1.447349908155986,1.8331493586920276,눈 비비기,48,2048,2048,2,4,1024
101_s0090,1.3030634932774698,0.8711479319103621,목 긁기,48,512,128,2,4,1024
101_s0091,1.491238139010023,0.5247851826138735,몸 움직임,8,512,2,2,4,8
101_s0092,1.1845111230633392,0.06970606682432,입술 움직임,512,512,512,2,4,16
101_s0093,0.9416360751355848,0.2875166983286599,몸 움직임,8,512,2,2,4,8
101_s0094,-0.7197839070814865,0.0587861209451238,몸 움직임,8,512,2,2,4,8
101_s0095,-0.8761472743014553,0.1159639214346793,입술 움직임,512,512,512,2,4,16
101_s0096,-0.9216733991786172,-0.8498682317162719,몸 움직임,8,512,2,2,4,8
101_s0097,-0.3721848844914738,-1.1798628275449932,고개 움직임,128,512,128,2,4,16
101_s0098,-0.3615486267291767,-1.028049259512442,입술 움직임,512,512,512,2,4,16
101_s0099,0.613536551568842,-0.6862120176122635,몸 움직임,8,512,2,2,4,8
101_s0100,0.4364510704061689,-0.5758290579175633,입술 움직임,512,512,512,2,4,16
101_s0101,0.6935933617815117,0.2435700980813834,몸 움직임,8,512,2,2,4,8
101_s0102,0.4142666570062916,0.6531264301896758,끄덕거림,128,512,128,2048,2048,32
101_s0103,0.1560767485801415,1.4546220840511728,입술 움직임,512,512,512,2,4,16
101_s0104,-0.6811728915717079,1.121343269149966,몸 움직임,8,512,2,2,4,8
101_s0105,-0.5259791490192125,0.758209950007749,입술 움직임,512,512,512,2,4,16
101_s0106,-0.5324959525237972,0.6870896266888602,머리 긁음,48,512,4,2,4,1024
101_s0107,-1.2423080999784295,0.8972055626465867,얼굴 찡그림,4,512,8,1024,1024,32
101_s0108,-0.3656905118024436,2.934548840550008,머리 긁음,48,512,4,2,4,1024
