name,indiv_feature,global_feature,motion,category1,category3
129_s0001,-3.574529825573442,-0.4902625453639997,고개 움직임,128,128
129_s0002,-1.6470727437946695,-0.2713376383193078,웃음,4,8
129_s0003,-1.2094829325310887,-0.2232147789912245,어깨 움직임,16,2
129_s0004,0.0933948698456531,0.7186664457487422,상체 움직임,8,2
129_s0005,0.2233746220622698,-0.1963995004144443,자세 변경,2,2
129_s0006,0.9385944609914204,-0.3395375687792017,어깨 움직임,16,2
129_s0007,0.1491330535781253,-1.3399309338188146,놀람,4,8
129_s0008,-0.3437223009948861,-0.8711993633802197,상체 움직임,8,2
129_s0009,-0.6083429666416473,-0.417933629435323,고개 움직임,128,128
129_s0010,-0.7374740067578319,-0.5584913778397292,눈 크게 뜸,2048,2048
129_s0011,0.038071740961034,-0.307437895163538,눈 크게 뜸,2048,2048
129_s0012,0.1786147497821051,-0.473002642985793,입 벌림,512,512
129_s0013,-0.069697377217092,-0.8650548810761342,턱 괴기,48,16
129_s0014,-0.5679037666744332,-1.3305740344171124,고개 뒤로 움직임,128,128
129_s0015,0.8956907863456112,-0.8882692464152147,손 움직임,32,2
129_s0016,0.9126943375697868,-0.837839234783303,손 움직임,32,2
129_s0017,0.2591887143923901,-0.9546457203481586,손 꼼지락,32,2
129_s0018,0.1270201549522434,-0.904576988899686,손 움직임,32,2
129_s0019,-0.1916330992913269,-0.7992722243210528,눈 크게 뜸,2048,2048
129_s0020,-0.295558456371545,-0.4364130805122689,검지 손가락 들고 가리키기,48,2
129_s0021,0.6870317294336304,-0.854933400624675,브이 손가락 만들기,32,2
129_s0022,0.5353352167294723,-0.2582061249109124,검지 손가락 들기,48,2
129_s0023,0.2745577210950302,-0.1992171243354838,손으로 목 긁음,48,128
129_s0024,-0.5740913768977685,0.1219833676399631,손 꼼지락,32,2
129_s0025,-0.7466814649304141,0.1571504512144721,"팔 움직임, 손으로 이마 만짐, 상체 앞으로 이동",56,34
129_s0026,-0.7286806612354719,0.7268142524009177,손 꼼지락,32,2
129_s0027,-0.3404120159951396,0.7967956948848358,눈 크게 뜸,2048,2048
129_s0028,-0.4588027134182163,1.1893797510168724,상체 뒤로 이동,8,2
129_s0029,-0.2284258541194332,1.177923455954193,고개 움직임,128,128
129_s0030,0.110685800813828,-0.3669479964051118,손 꼼지락,32,2
129_s0031,-0.1255365569995479,1.37423586760016,고개 움직임,128,128
129_s0032,-0.6298145131990291,1.9470430583244696,손 꼼지락,32,2
129_s0033,-1.7044849390416976,1.7212029413606955,팔 움직임,16,2
129_s0034,0.6354515597234413,0.8621832206601417,손 꼼지락,32,2
129_s0035,-0.8448985222384696,-0.6158418062110242,손 꼼지락,32,2
129_s0036,-0.9487916626066516,-0.65753525527134,상체 앞으로 이동,8,2
129_s0037,-1.4078495953384251,0.4374569962399475,손 꼼지락,32,2
129_s0038,-0.9821563199342448,0.0056839567004653,눈썹 올림,2048,2048
129_s0039,0.0822102845548272,-0.4435148818416491,"웃음, 팔 움직임",20,10
129_s0040,1.2478291291478716,1.150616508575439,웃음,4,8
129_s0041,1.2724938179591976,1.9131899541181627,입 움직임,512,512
129_s0042,0.5370351468370029,1.6063314986746733,상체 움직임,8,2
129_s0043,0.2866433301315889,1.4157524628320357,입 벌림,512,512
129_s0044,1.7756075740013433,-0.1793303684717598,손으로 숫자 4 표시,32,2
129_s0045,0.8860550934541888,-0.3477615577345843,손으로 귀 만짐,48,64
129_s0046,-0.851964584556383,0.28150817762739,웃음,4,8
129_s0047,0.6693673415321613,0.5332881853722525,눈 크게 뜸,2048,2048
129_s0048,0.6624257845410849,0.4365280860208409,손 움직임,32,2
129_s0049,1.4336249222925002,0.5310997719091457,웃음,4,8
129_s0050,1.1308225060375592,0.4252283915279657,손 꼼지락,32,2
129_s0051,1.3948715121017283,-0.4093075281963172,웃음,4,8
129_s0052,0.8754989905404549,-1.5327426154064878,손 꼼지락,32,2
129_s0053,0.4509374496621119,-2.042874862798097,미소,512,512
129_s0054,-0.0556443884084782,-1.9756255832621965,팔 움직임,16,2
129_s0055,-0.1738035650698512,-1.8528867764238497,웃음,4,8
129_s0056,0.0576144349520341,-1.6270874688589472,입 움직임,512,512
129_s0057,0.4201168031764996,0.5434108475964405,상체 뒤로 이동,8,2
129_s0058,0.5131877004388979,-0.1079465799381355,눈 크게 뜸,2048,2048
129_s0059,0.302004974564517,0.2312275760620124,팔 올림,16,2
129_s0060,-1.6822291352325411,0.9333665771227204,팔 움직임,16,2
129_s0061,-0.5476518640289592,1.0482544156342524,팔 움직임,16,2
129_s0062,-0.9088362254390064,1.196228300834752,웃음,4,8
129_s0063,0.2544323959348286,-0.5371166047294298,"손 움직임, 입 벌림",544,514
129_s0064,0.1205961318009928,-1.204994097695578,손으로 숫자 4 표시,32,2
129_s0065,-0.7099617050742092,0.3096260826713597,손 움직임,32,2
129_s0066,-0.914014203551157,0.1605212109469785,웃음,4,8
129_s0067,-0.9556155417361808,1.0382129431161078,손 꼼지락,32,2
129_s0068,0.0047368203294639,1.0538169604902896,손 뻗기,48,2
