name,indiv_feature,global_feature,motion,category1,category3
104_s0001,0.510134090062614,-1.3012238278924078,의자 흔듬,8,1
104_s0002,-0.2114130985723816,-1.4867596436888122,자세 바로잡기,2,2
104_s0003,1.5283943472160246,-0.6025259644397993,자세 바로잡기,2,2
104_s0004,0.4975524181799953,-1.4537561126544836,입술 움직임,512,512
104_s0005,0.7637498719799897,-1.7137886490653416,몸 움직임,8,2
104_s0006,0.5799523179894017,-1.0727687820324427,몸 움직임,8,2
104_s0007,0.8799269576885353,-0.3040479510146197,머리 움직임,128,128
104_s0008,0.8252221813538035,-0.0525991136815557,입술 움직임,512,512
104_s0009,-0.5620270566063595,0.1426050515276753,턱 움직임,64,16
104_s0010,-0.1860360318159334,-1.1072769946279952,턱 움직임,64,16
104_s0011,1.152625075767684,-0.4989913623231713,턱 움직임,64,16
104_s0012,0.8354290497014982,-0.0863551106681234,몸 움직임,8,2
104_s0013,1.119740089847947,0.0879983550507704,머리 & 몸 움직임,136,130
104_s0014,1.3586698642446124,0.7863140773702921,머리 & 몸 움직임,136,130
104_s0015,0.4771101768502924,0.1450284522015172,의자 흔듬,8,1
104_s0016,0.7926877308620334,0.4929135013407093,턱 움직임,64,16
104_s0017,0.6824074270615347,0.6671201278470617,머리 움직임,128,128
104_s0018,0.6058416524018998,0.0855454925493075,몸 움직임,8,2
104_s0019,-0.5439186758901836,1.3154100919186826,자세 바로잡기,2,2
104_s0020,-0.6480141468837108,0.5084581457092361,몸 움직임,8,2
104_s0021,-1.6351528157425397,-0.6219743717003607,몸 움직임,8,2
104_s0022,-1.4321443710087582,0.0621138875845186,몸 움직임,8,2
104_s0023,-0.9684872711335476,-0.0423463075665174,턱 움직임,64,16
104_s0024,-1.1765536831480738,-0.3931108666354898,몸 움직임,8,2
104_s0025,-0.485444432017633,-0.4108234566934918,자세 바로잡기,2,2
104_s0026,-1.217394322164734,0.281536300882969,의자 흔듬,8,1
104_s0027,0.6383761300846282,0.7687512885905016,몸 움직임,8,2
104_s0028,-0.2823944969605627,1.628821608731831,턱 움직임,64,16
104_s0029,0.1898570620044107,-0.8618977819932996,머리 움직임,128,128
104_s0030,-0.1444811597527943,-1.5376792934261176,몸 움직임,8,2
104_s0031,-0.2365228972673136,-0.0745407476758459,자세 바로잡기,2,2
104_s0032,-0.6295342225928299,-0.7824955781080594,몸 움직임,8,2
104_s0033,-0.1939912640299321,0.0384807245029348,몸 움직임,8,2
104_s0034,1.1804805105825211,0.1407754552343346,턱 움직임,64,16
104_s0035,-0.4466646066823577,0.8812812654991035,몸 움직임,8,2
104_s0036,-0.3591353271507496,-0.1968077147611398,입술 움직임,512,512
104_s0037,-0.1332724890872019,-0.1641359312638248,자세 바로잡기,2,2
104_s0038,-1.6699081800330933,0.4707379010027404,몸 움직임,8,2
104_s0039,-1.6890049566493468,1.6925860448063166,몸 움직임,8,2
104_s0040,1.0783385838930466,0.78504168787696,몸 움직임,8,2
104_s0041,0.7738398054103053,0.3969760249429223,몸 움직임,8,2
