name,indiv_feature,global_feature,motion,category1,category3
125_s0001,0.5165276511948383,0.9417974290248198,웃음,4,8
125_s0002,-0.5415282398620003,0.5179656591833477,웃음,4,8
125_s0003,-0.7529957749374043,0.8412217967131526,입 움직임,512,512
125_s0004,-0.9223948462204804,0.3618204828098927,상체 움직임,8,2
125_s0005,-0.4930845798815632,-0.9130559771978516,팔 움직임,16,2
125_s0006,0.4723990114704418,0.2548707775476743,팔 움직임,16,2
125_s0007,0.5744447113753374,-1.171783321685886,손으로 귀 만짐,48,64
125_s0008,-0.0454012625138948,1.0178137582091609,자세 변경,2,2
125_s0009,-0.318432046296724,0.9553382115023512,팔 움직임,16,2
125_s0010,-0.0224801723305806,0.0605685070517296,의자 움직임,8,1
125_s0011,-0.5452500388226093,-0.302000157821129,팔 움직임,16,2
125_s0012,0.5065006038850766,0.1295143255567156,상체 움직임,8,2
125_s0013,0.5691216183662169,-0.3684683903463221,웃음,4,8
125_s0014,0.4295532390420418,0.1899499448264367,어깨 움직임,16,2
125_s0015,-0.1590221300560426,0.2582568095815079,어깨 움직임,16,2
125_s0016,0.4150894199080415,-0.6454124174447932,손으로 얼굴 만짐,48,8
125_s0017,1.377144852989106,0.7044622364774219,"웃음, 입 움직임",516,520
125_s0018,0.4226109094314769,-0.6030377211209945,상체 움직임,8,2
125_s0019,1.0207112072474551,0.149800546757358,상체 움직임,8,2
125_s0020,0.8244783124747548,0.5353924141943472,시선 아래,2048,128
125_s0021,0.1474876786904256,0.5891769126025959,고개 움직임,128,128
125_s0022,-0.5692048637742433,1.579836894386656,상체 움직임,8,2
125_s0023,0.7239131340704633,0.8299542756763563,상체 움직임,8,2
125_s0024,1.1707726049024338,-0.7067577308144602,팔 움직임,16,2
125_s0025,-0.2022261108522852,-0.0157719728473704,미소,512,512
125_s0026,-0.0827860138375869,-0.0446874218533936,상체 움직임,8,2
125_s0027,-0.5812954761193676,-0.9302939034514196,팔 움직임,16,2
125_s0028,-0.2725014769957898,0.2863858447577244,팔 움직임,16,2
125_s0029,-1.761115929850976,-0.983216766921612,팔 움직임,16,2
125_s0030,-0.2884150308159635,-0.8618683155601704,상체 움직임,8,2
125_s0031,-0.0121244286875539,-0.521121857267064,상체 움직임,8,2
125_s0032,-1.1201853734441594,1.7259318841604956,손으로 귀 만짐,48,64
125_s0033,0.4667777884911932,-0.8589141044363706,입 움직임,512,512
125_s0034,-0.990232055552603,0.761454415146728,"상체 움직임, 하품",12,10
125_s0035,-0.7196467543826799,-0.6632989279821279,자세 변경,2,2
125_s0036,-0.9335011773254672,1.0368222317309832,팔 움직임,16,2
125_s0037,-0.7095539911827561,-1.0939909595036763,의자 움직임,8,1
125_s0038,-0.4999937499227323,0.6802944602436407,상체 움직임,8,2
125_s0039,-1.3955957564432429,-0.9438789292381186,손으로 입 만짐,48,512
125_s0040,-0.1685474327122379,-0.4387380949104068,손으로 팔 만짐,16,2
125_s0041,-0.5953875086608161,-0.499506014134604,"손으로 팔 만짐, 하품",528,10
125_s0042,1.4113923824319858,0.4297227332330121,상체 움직임,8,2
125_s0043,1.2276167048489848,0.2971710191944416,의자 움직임,8,1
125_s0044,-0.0116594325856127,-1.4973354500258311,상체 움직임,8,2
125_s0045,0.4744758827558538,0.0847647486747639,"의자 좌우 움직임, 시선 아래, 끄덕임",2184,2177
125_s0046,1.7112128246131453,2.3999654728746327,의자 좌우 움직임,8,1
125_s0047,1.0104072178554957,1.3767095381749206,상체 움직임,8,2
125_s0048,0.0862137912389375,-0.6654244545326883,입 움직임,512,512
125_s0049,-0.991134102918483,-0.5627517330313926,"팔 움직임, 하품",20,10
125_s0050,1.166966634539341,2.005899987506537,"시선 뒤, 고개 움직임",2176,128
125_s0051,2.0435303347405696,3.3114867759563658,의자 좌우 움직임,8,1
125_s0052,-1.0056130502555358,-0.05963427038999,의자 좌우 움직임,8,1
125_s0053,-0.9790579594423524,-0.5689716041319972,호출 버튼 누름,0,0
125_s0054,-0.3155169008459498,-0.6654502371677243,팔 움직임,16,2
125_s0055,-0.5275409328084828,0.2646014044668147,"상체 움직임, 의자 움직임",8,3
125_s0056,-1.2665566165752926,-0.7308339355632094,호출 버튼 누름,0,0
125_s0057,1.3068260295605305,0.7616319026809572,진행자 개입,0,1
125_s0058,3.4445352031660024,2.1339827639391795,팔 움직임,16,2
125_s0059,-0.8741052410209526,0.3067655850385669,의자 움직임,8,1
125_s0060,-0.7087811990479137,-0.0507217067763691,의자 움직임,8,1
125_s0061,-1.3552401912276617,0.6785047038648883,"의자 움직임, 상체 움직임",8,3
125_s0062,-1.2756589763133286,-0.806484876711767,담요 움직임,1,1
