name,indiv_feature,global_feature,motion,category1,category3
219_s0001,1.332077904255717,3.6877214622958663,상체 움직임,8,2
219_s0002,-0.971193934674582,-0.8327776462523195,입 움직임,512,512
219_s0003,0.3719539254568644,-0.6616628519278671,입 움직임,512,512
219_s0004,-0.6327191925633764,-1.1622069970364537,입 움직임,512,512
219_s0005,-0.5738247238214421,-0.8936071711255187,손으로 얼굴 만짐,48,8
219_s0006,-0.7650441940346944,-0.2753375974991059,입 움직임,512,512
219_s0007,-0.5632163590660317,0.0705045424347318,상체 움직임,8,2
219_s0008,-0.4447140900076149,0.2716769945272773,팔 움직임,16,2
219_s0009,-0.9566057151772172,0.4117573092439975,입 움직임,512,512
219_s0010,-0.1349945419954248,-1.0079610604725329,입 움직임,512,512
219_s0011,-1.029624497621701,0.1155611918862099,입 움직임,512,512
219_s0012,-0.9414026230662446,0.2946461317691061,팔 책상 위에 올림,16,2
219_s0013,0.1508340207348281,0.0412326027101476,입 움직임,512,512
219_s0014,0.3924366595871952,1.3796437939481352,입 움직임,512,512
219_s0015,-1.8483358636570395,-0.2239133473562516,시선 아래,2048,2048
219_s0016,1.3567206441190152,-0.1153720983978055,입 움직임,512,512
219_s0017,0.9849331213455812,-0.0877514544789633,손으로 머리 만짐,48,4
219_s0018,0.1221837743342303,-0.9513679239755982,입 움직임,512,512
219_s0019,0.0474790963787222,-0.1264962554424699,입 움직임,512,512
219_s0020,-0.8272813633019434,-1.4136638155453425,입 움직임,512,512
219_s0021,-0.3992950074248841,-1.1591596170208769,상체 움직임,8,2
219_s0022,-1.464774131854646,-0.5958936273883607,입 움직임,512,512
219_s0023,-1.438320799325258,-0.6683750346688079,입 움직임,512,512
219_s0024,1.4753327764745918,-0.4502180369308394,손으로 이마 만짐,48,32
219_s0025,1.280772574206744,-0.8201373768116001,팔 움직임,16,2
219_s0026,-0.0545230027836886,0.9328088914455837,상체 움직임,8,2
219_s0027,-1.3749572216634565,1.0696804265816964,의자 움직임,8,2
219_s0028,-1.04572163872693,1.9851691980357848,입 움직임,512,512
219_s0029,0.0701201258143901,1.7097539696484978,의자 움직임,8,2
219_s0030,-0.8346103011540636,-0.9807748412910964,팔 움직임,16,2
219_s0031,-1.0195157204008134,-0.8195014859126637,입 움직임,512,512
219_s0032,-1.9335862607307812,-1.4795637253347822,상체 움직임,8,2
219_s0033,-1.9847932831775783,-1.5972176840646377,입 움직임,512,512
219_s0034,0.4070776822619932,-0.7267751713690245,팔 움직임,16,2
219_s0035,-0.1666483581599278,-0.7495842850249801,의자 움직임,8,2
219_s0036,0.0433257544585501,-0.9075308588074924,입 움직임,512,512
219_s0037,-0.2223069902192023,-0.830261164010995,상체 움직임,8,2
219_s0038,0.980644654374712,-0.4354954229968281,의자 움직임,8,2
219_s0039,-1.142933865728667,-0.6527223111322394,고개 움직임,128,128
219_s0040,-0.4308047340954271,-0.5094796582821972,고개 움직임,128,128
219_s0041,-0.2030043234075586,-0.4498593838406625,상체 움직임,8,2
219_s0042,0.5052901273036992,-0.8659154756052989,입 움직임,512,512
219_s0043,1.0696377289702834,-0.4091430488717506,팔 움직임,16,2
219_s0044,1.39863141056698,0.6333559088881804,손으로 얼굴 만짐,48,8
219_s0045,1.9064034395681384,1.1543266089350377,입 움직임,512,512
219_s0046,2.414589848184418,-0.0768835210385912,상체 움직임,8,2
219_s0047,-0.0553075143351168,1.414660838126357,상체 움직임,8,2
219_s0048,1.5775987765290451,1.6932545078603665,의자 움직임,8,2
219_s0049,2.0842097312874954,0.505051481224813,입 움직임,512,512
219_s0050,2.1681383592454013,0.6334857135773132,팔 움직임,16,2
219_s0051,2.2075369473066155,0.5647861638452787,시선 아래,2048,2048
219_s0052,0.042593109353484,1.2493186473874154,의자 움직임,8,2
219_s0053,-0.5764218255954937,1.746703822093422,입 움직임,512,512
219_s0054,-0.726473345103047,1.7191461366449334,입 움직임,512,512
219_s0055,-0.7304672594925108,1.493804262233568,입 움직임,512,512
219_s0056,-0.6453446572428108,-0.3363253604937067,손으로 얼굴 만짐,48,8
219_s0057,0.5601583291705108,-0.3783625383928554,팔 책상 아래로 내림,16,2
219_s0058,0.9790513856396972,1.0407513598132323,의자 움직임,8,2
219_s0059,-0.6115215391913563,0.0327539000450241,팔 움직임,16,2
219_s0060,-1.2842825956904806,1.775595737334286,팔 책상 위에 올림,16,2
219_s0061,-1.196863664519108,3.051024629005883,팔 움직임,16,2
219_s0062,1.0581833961805382,-0.3094196340089432,팔 움직임,16,2
219_s0063,1.0315467426375302,-0.2785187977212514,고개 움직임,128,128
219_s0064,0.7897460255662541,-0.0947064452389734,입 움직임,512,512
219_s0065,0.4183583951130993,-0.1800781342371054,팔 움직임,16,2
219_s0066,1.1719230695039973,0.5507925281221824,의자 움직임,8,2
219_s0067,-0.4082385792963523,-1.4727186609003085,입 움직임,512,512
219_s0068,-0.4800014427301532,-1.4845048494640154,팔 움직임,16,2
