name,indiv_feature,global_feature,motion,category1,category3
211_s0001,0.4605528333196187,-0.2318944495411864,입술 움직임,512,512
211_s0002,0.1524041334091819,0.138753448576651,얼굴 만짐,48,8
211_s0003,0.4040622293645258,-0.2337263509790282,턱 만짐,48,16
211_s0004,0.3948757151126705,-0.2035946603884293,손 움직임,32,2
211_s0005,0.395566963048644,-0.2119965796220674,고개 움직임,128,128
211_s0006,0.4671182430266543,-0.4210437124443286,팔 움직임,16,2
211_s0007,0.7672463926279399,-0.8286413709498106,손 움직임,32,2
211_s0008,0.924606852740361,-0.974666695028084,입술 움직임,512,512
211_s0009,1.313736879623737,-1.2499424734045652,팔 움직임,16,2
211_s0010,1.2157569769553582,-1.2936931720714475,손 움직임,32,2
211_s0011,1.1066561763124392,-1.0960103274090902,입술 움직임,512,512
211_s0012,0.3748756029937191,-0.800056266561935,입술 움직임,512,512
211_s0013,0.0799909653358336,-0.3848965694266159,입술 움직임,512,512
211_s0014,-0.406015140328295,-0.2502439091957737,손 & 팔 움직임,48,2
211_s0015,-0.4078288123079375,-0.3096938228743995,의자 흔듬,8,2
211_s0016,-0.3884505802209813,-0.421423381714358,팔 움직임,16,2
211_s0017,-0.2447521328230049,-0.5074476207842828,손 움직임,32,2
211_s0018,-1.4711962531505436,1.71845024356981,손 움직임,32,2
211_s0019,-0.4469028748352422,0.6843650533486295,손 움직임,32,2
211_s0020,0.0580857597354783,0.1006111153690139,손 움직임,32,2
211_s0021,-0.6929654799281277,1.25358876186145,입 움직임,512,512
211_s0022,-1.4141597683519154,2.11227394284748,몸 움직임,8,2
211_s0023,-1.595659389391405,2.482881413977164,손 움직임,32,2
211_s0024,-0.1637107374756627,0.2073749702836756,손 움직임,32,2
211_s0025,0.1706346107869967,-0.4752284134393007,얼굴 만짐,48,8
211_s0026,1.0095826463879618,-1.0897918171581924,손 움직임,32,2
211_s0027,0.6312319122843195,-0.1059078335314552,고개 움직임,128,128
211_s0028,0.2871530961525984,0.0439495628474088,팔 & 몸 움직임,24,2
211_s0029,0.1747445035053388,0.0238444779484908,입 움직임,512,512
211_s0030,0.1848567907814481,0.0364793932705772,고개 움직임,128,128
211_s0031,0.1645175153767496,0.4886661715408943,입술 움직임,512,512
211_s0032,0.1442802902452005,0.9438947750983072,고개 움직임,128,128
211_s0033,0.0190967341601262,1.3928214464979798,입술 움직임,512,512
211_s0034,-0.178323462482225,1.5752909825707586,고개 움직임,128,128
211_s0035,-0.2553584269652014,0.8993643669667994,자세 바로잡음,2,2
211_s0036,-0.2190975749398849,0.6108469282186776,팔 움직임,16,2
211_s0037,0.3193002456420751,-0.5808620906654279,손 움직임,32,2
211_s0038,0.7844539080396388,-0.0772365876981978,입 움직임,512,512
211_s0039,0.4651087088921701,0.1635733577775335,얼굴 찡그림,4,8
211_s0040,0.3055429116757877,0.1531904781040071,손 움직임,32,2
211_s0041,0.1767015209027607,-0.4020884927594971,목 & 귀 만짐,48,192
211_s0042,-1.0754516045052056,0.4791321848168419,손 & 고개 움직임,160,130
211_s0043,-1.492445809838285,0.6341728139077327,의자 흔듬,8,2
211_s0044,-1.3323716229261764,0.965021330952308,손 움직임,32,2
211_s0045,-1.0830459465270892,1.281397609555276,입 움직임,512,512
211_s0046,-0.8082197030560405,1.2097395373791058,고개 움직임,128,128
211_s0047,0.7381362243361633,-0.0990062349506798,손 움직임,32,2
211_s0048,1.020366642343229,-0.569254011942516,팔 움직임,16,2
211_s0049,1.0748713080091192,-0.9249400617293454,목 만짐,48,128
211_s0050,0.7173153368095644,0.0565641559044287,하품함,4,8
211_s0051,0.4909519319570379,0.9602218795774412,손 움직임,32,2
211_s0052,0.0009216966885881,0.972003874450559,입 움직임,512,512
211_s0053,-0.1002100088997426,0.2523883853608529,코 만짐,48,1024
211_s0054,0.1107246780882062,-0.3360641354878756,손 움직임,32,2
211_s0055,0.4110309622966691,-0.7431213109719276,팔 & 몸 움직임,24,2
211_s0056,0.4557843105846276,-1.042090694668529,입술 움직임,512,512
211_s0057,0.4544645659309047,-0.984324468267706,손 움직임,32,2
211_s0058,0.5220554722053493,-1.119651311360179,고개 움직임,128,128
