name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
120_s0001,0.0211908095633403,-0.5380640986137352,의자 흔듬,8,512,1,2,2,2048
120_s0002,0.5883773708872402,-0.1436739072549897,웃음,4,512,8,256,256,32
120_s0003,-0.0933765654830127,-0.2410110576358287,웃음,4,512,8,256,256,32
120_s0004,0.5225274466773671,-0.0187884412512144,입 만짐,512,512,512,2,4,16
120_s0005,-0.0371442627373504,-0.2192903534660722,옷 만짐,48,512,1,2,4,512
120_s0006,-0.4874025373953923,-0.2316261326399729,의자 흔듬,8,512,1,2,2,2048
120_s0007,-0.7009636751132908,-0.166061679473036,고개 좌우로 흔듬,128,512,128,4,512,32
120_s0008,-0.5272675808452774,-0.7502882680556312,의자 흔듬,8,512,1,2,2,2048
120_s0009,-0.5800678270795381,-0.5081257424362231,웃음,4,512,8,256,256,32
120_s0010,-0.8942865252528158,-1.0809834228804491,고개 움직임,128,512,128,2,4,16
120_s0011,-1.2339409355818234,-0.8734562026494103,몸 움직임,8,512,2,2,4,8
120_s0012,-0.9826997741411588,-0.8093494337577063,입 움직임,512,512,512,2,4,16
120_s0013,-0.4461334873455531,-0.7275263089126283,입술 핥음,512,512,512,2,4,16
120_s0014,-0.0652777966673703,-0.3875342104713764,고개 움직임,128,512,128,2,4,16
120_s0015,0.130014717200015,-0.1604227651644116,고개 움직임,128,512,128,2,4,16
120_s0016,-0.2649073891599217,-0.0842327878406681,고개 움직임,128,512,128,2,4,16
120_s0017,-0.644724184185398,-0.1681615344707575,몸 움직임,8,512,2,2,4,8
120_s0018,-1.1213099148780374,-0.6805936926143777,의자 흔듬,8,512,1,2,2,2048
120_s0019,-1.5529952545132746,-0.5345861183246291,고개 움직임,128,512,128,2,4,16
120_s0020,-0.3771743497146527,0.036167092030904,팔 움직임,16,512,2,2,4,8
120_s0021,-0.3661813765131473,0.0071936324526417,고개 움직임,128,512,128,2,4,16
120_s0022,-0.5622578174444888,-0.0794536618453105,고개 & 팔 움직임,144,512,130,2,4,24
120_s0023,-0.949691442964206,-0.5958504820370928,몸 움직임,8,512,2,2,4,8
120_s0024,-0.6447023737537958,-1.234011603297542,고개 움직임,128,512,128,2,4,16
120_s0025,-0.4888151272238857,-1.562614720974745,팔 움직임,16,512,2,2,4,8
120_s0026,-1.897724705931338,-0.9419905990834352,고개 움직임,128,512,128,2,4,16
120_s0027,-1.7120959402522715,-0.8052176943293367,입술 핥음,512,512,512,2,4,16
