name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
110_s0001,-0.5513741830421035,-0.3807288013644415,팔 움직임,16,512,2,2,4,8
110_s0002,-0.6197547507363032,-0.2548166526455344,웃음 & 몸 움직임,12,512,10,258,260,40
110_s0003,-0.6409974836235588,-0.0491521503993604,목걸이 만짐,48,512,1,2,4,512
110_s0004,-0.5461521932545917,0.6748222230657986,의자 흔듬,8,512,1,2,2,2048
110_s0005,-1.1036517143269504,0.571880885926538,의자 흔듬,8,512,1,2,2,2048
110_s0006,-1.4208470882435833,-0.6785825476644218,머리 만짐,48,512,4,2,4,1024
110_s0007,-1.4353002548919815,-1.0467697809723226,얼굴 만짐,48,512,8,2,4,1024
110_s0008,-0.8647673462846923,-0.4761975507100269,얼굴 만짐,48,512,8,2,4,1024
110_s0009,0.0645829814157097,0.4132776233588036,머리 만짐,48,512,4,2,4,1024
110_s0010,0.8425174998801732,1.4994648638810548,이마 만짐,48,512,32,2,4,1024
110_s0011,-0.0691938650719697,0.2963511351788754,의자 흔듬,8,512,1,2,2,2048
110_s0012,0.334113387059655,0.9441493057960888,몸 움직임,8,512,2,2,4,8
110_s0013,0.5085539401556751,1.1169550748535066,몸 & 팔 움직임,24,512,2,2,4,8
110_s0014,-0.187891291850058,0.4651125812142946,몸 움직임,8,512,2,2,4,8
110_s0015,-1.3066861175740263,-0.523298197675768,의자 흔듬,8,512,1,2,2,2048
110_s0016,-1.066787369058093,-0.9839527556011908,몸 움직임,8,512,2,2,4,8
110_s0017,-0.2769297325505416,-0.3922326275846204,손 움직임,32,512,2,2,4,8
110_s0018,-0.3058092166952995,-0.1091107481793999,의자에 기댐,8,512,1,2,6,2048
110_s0019,-0.5878151377193152,-0.7560891252722843,의자 흔듬,8,512,1,2,2,2048
110_s0020,-1.4398290533851892,-1.5508928605340246,팔 책상 위로,16,512,2,2,4,256
110_s0021,-1.4778654340121404,-1.3880941544796153,지갑 만짐,48,512,1,2,2,512
110_s0022,-1.168405376666277,-0.8614360781509799,몸 움직임,8,512,2,2,4,8
110_s0023,-1.1141256095870786,-1.6715318901973226,손 움직임,32,512,2,2,4,8
