name,indiv_feature,global_feature,motion,category1,category3
210_s0001,2.2553706344808475,8.617415517589283,팔 책상 위로,16,2
210_s0002,-0.5444022407623412,0.2305400118979663,몸 뒤로 움직임,8,2
210_s0003,-0.5964618771713948,0.3180673241689836,입 움직임,512,512
210_s0004,-0.467720694996672,0.2024237840391749,입술 움직임,512,512
210_s0005,0.2671753327579798,0.0816189309991926,팔 움직임,16,2
210_s0006,0.721727121230626,-0.5307049153078447,코 만짐,48,1024
210_s0007,0.9541455986521804,-0.433585535781704,팔 움직임,16,2
210_s0008,0.6812560241206754,-0.4296391782914003,하품함,4,8
210_s0009,0.5230125477242629,-0.811235078265948,코 만짐,48,1024
210_s0010,0.5676754821875621,-0.9818888871776652,턱 받침,48,16
210_s0011,0.6391342848190312,-0.8835616677271181,팔 움직임,16,2
210_s0012,-0.1441026164134032,-0.2490283712568439,손 움직임,32,2
210_s0013,-0.5834167563031607,0.9741028425497916,팔 움직임,16,2
210_s0014,-0.5985006682224947,1.033321198415795,입술 움직임,512,512
210_s0015,-0.7780175996492406,1.0331643764054743,코 만짐,48,1024
210_s0016,-0.9562739162986134,0.9778503952902602,입술 움직임,512,512
210_s0017,-0.7700514849250276,0.7666974555862536,입술 움직임,512,512
210_s0018,-0.0774158766109932,-0.3010506634873705,하품함,4,8
210_s0019,-0.2125593266659851,-0.2092648737639844,코 & 입 만짐,48,1536
210_s0020,-0.2947624853241164,0.1104500791943141,입 움직임,512,512
210_s0021,-0.5707788807516186,0.555686115739308,코 & 입 만짐,48,1536
210_s0022,0.174784861327486,1.7197342953296235,입 만짐,48,512
210_s0023,0.3893090641303594,1.932621923286398,코 움직임,1024,1024
210_s0024,0.4191829585268138,3.026074299872364,입술 움직임,512,512
210_s0025,0.2756140631108055,3.164195400976924,입술 만짐,48,512
210_s0026,0.0585320097715983,2.550607304727684,입술 움직임,512,512
210_s0027,-0.2821128214604653,2.163067602715255,코 움직임,1024,1024
210_s0028,-0.6044595029969599,1.177250389099729,입 만짐,48,512
210_s0029,-0.3198350527358118,0.6899199762986803,입술 움직임,512,512
210_s0030,-0.2774244635956429,0.4251578333518067,자세 바로잡음,2,2
210_s0031,-0.8117623757646029,-0.0078713820273768,입 움직임,512,512
