name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
126_s0001,-0.0244643904924237,-0.4198000485582372,고개 움직임,128,512,128,2,4,16
126_s0002,0.1243153204989465,-0.0225263943660408,손 꼼지락,32,512,2,2,4,8
126_s0003,-0.0396326876396214,-0.5762859114712876,입 움직임,512,512,512,2,4,16
126_s0004,-0.1943777918995795,-0.5631055622864902,"의자 움직임, 상체 움직임",8,512,3,2,6,2056
126_s0005,0.0098014898652128,-0.6211522292793824,입 움직임,512,512,512,2,4,16
126_s0006,0.18426740254086,-0.4413901550194754,상체 움직임,8,512,2,2,4,8
126_s0007,0.4362409486009826,-1.103311377287195,손으로 코 만짐,48,512,1024,2,4,1024
126_s0008,0.4309957423825492,-1.459847123846616,손으로 머리 만짐,48,512,4,2,4,1024
126_s0009,-0.1485539711010295,-0.9318401346996836,손으로 볼 만짐,48,512,256,2,4,1024
126_s0010,-0.3648992531854219,0.3961990552852806,"손으로 볼 만짐, 상체 움직임",2,512,258,2,4,1032
126_s0011,-0.1276704111273429,1.02286740486704,고개 움직임,128,512,128,2,4,16
126_s0012,-0.0358842731870771,0.639885540214548,"의자 움직임, 손 꼼지락",40,512,3,2,6,2056
126_s0013,-1.081945365308671,0.0679956337238383,상체 움직임,8,512,2,2,4,8
126_s0014,-0.6322092088743411,-0.2806257395439342,하품,4,512,8,2,128,128
126_s0015,-0.4878038977318757,-0.807353238552719,상체 뒤로 움직임,2,512,2,2,4,8
126_s0016,0.196304522593438,-1.2210646726358183,의자 좌우 움직임,8,512,1,2,2,2048
126_s0017,-0.3547535742476901,-1.1797543543192668,입 움직임,512,512,512,2,4,16
126_s0018,-0.5576902596386284,-0.2181344670545424,손으로 머리 만짐,48,512,4,2,4,1024
126_s0019,-0.0686212519916452,-0.6863950298381665,입 움직임,512,512,512,2,4,16
126_s0020,0.1890539845384286,-0.652767654796041,입 움직임,512,512,512,2,4,16
126_s0021,-0.7785412459103086,0.078535760128986,입 움직임,512,512,512,2,4,16
126_s0022,-0.553080078951255,1.395256680524106,입 움직임,512,512,512,2,4,16
126_s0023,-0.3912979886751025,1.589216625201628,입 움직임,512,512,512,2,4,16
126_s0024,0.2619862203582495,0.8537685629773907,입 움직임,512,512,512,2,4,16
126_s0025,0.2919195632433107,1.82196562240142,입 움직임,512,512,512,2,4,16
126_s0026,0.1565114501534316,1.696891172482747,입 움직임,512,512,512,2,4,16
126_s0027,-0.0052610474559763,1.380753640441218,입 움직임,512,512,512,2,4,16
126_s0028,-0.2474139440832947,0.5077680181554841,입 움직임,512,512,512,2,4,16
126_s0029,-0.1219418103366693,0.4816040227603059,상체 움직임,8,512,2,2,4,8
126_s0030,-0.0157788934416854,-0.2576280037562952,팔 움직임,16,512,2,2,4,8
126_s0031,0.3367012514347949,-0.947824553289752,의자 좌우 움직임,8,512,1,2,2,2048
126_s0032,0.1233645969411148,-0.770663713190714,팔 움직임,16,512,2,2,4,8
126_s0033,-0.2176151690332441,-0.5278627853865406,입 움직임,512,512,512,2,4,16
126_s0034,-1.3538024717234671,-0.7638774235405706,입 벌림,512,512,512,2,4,16
126_s0035,-1.0796357029668644,0.1311272782306039,입 움직임,512,512,512,2,4,16
126_s0036,-0.2730878215833545,1.1056667854771345,의자 움직임,8,512,1,2,2,2048
126_s0037,-0.4749991483822812,-0.0197400007676457,"입 움직임, 상체 움직임",520,512,514,2,4,24
126_s0038,-0.4322347167388193,0.6092478012351678,의자 좌우 움직임,8,512,1,2,2,2048
126_s0039,-0.310555239683756,1.5342406121611,"의자 움직임, 입 움직임",520,512,513,2,6,2064
126_s0040,-0.6146873059235576,0.7733774127421524,"의자 움직임, 웃음",12,512,9,258,260,2080
126_s0041,-0.4264505974081913,-0.1529439726698215,"웃음, 상체 움직임",12,512,10,258,260,40
126_s0042,-0.0748681925304649,-0.6584024861905281,"의자 좌우 움직임, 상체 움직임",8,512,3,2,6,2056
126_s0043,0.0501175387467182,-0.6563001452925337,"입 움직임, 상체 움직임",520,512,514,2,4,24
126_s0044,-0.0126617572746411,-1.085017609721694,의자 좌우 움직임,8,512,1,2,2,2048
126_s0045,0.2945685182380398,-0.6416540676053852,"상체 움직임, 기지개",2,512,2,2,4,8
126_s0046,2.316561664035671,0.2242916408051753,상체 움직임,8,512,2,2,4,8
126_s0047,1.859044872608216,0.0084186152888535,의자 좌우 움직임,8,512,1,2,2,2048
126_s0048,1.251061583643914,-0.6816175670828166,입 움직임,512,512,512,2,4,16
126_s0049,0.6666855725949301,-1.566555345008157,상체 좌우 움직임,8,512,2,2,4,8
126_s0050,0.3355420424821026,-0.8853238609262267,상체 움직임,8,512,2,2,4,8
126_s0051,0.3278013445461362,-0.7388487136722736,미소,512,512,512,256,256,32
126_s0052,-0.1104230233820028,-0.4084894106857261,"의자 움직임, 상체 움직임",8,512,3,2,6,2056
126_s0053,-0.235215383698547,0.4138499851726896,상체 움직임,8,512,2,2,4,8
126_s0054,-0.3424460099266063,-0.747528724453572,"상체 움직임, 의자 좌우 움직임, 입 움직임",520,512,515,2,6,2072
126_s0055,-0.1810165075455093,-1.70363259364664,"의자 움직임, 상체 움직임",8,512,3,2,6,2056
126_s0056,0.4334615852051708,-0.8868616976359598,상체 앞으로 이동,8,512,2,2,4,8
126_s0057,0.3369023399344662,-0.6394692317931848,"의자 움직임, 상체 움직임",8,512,3,2,6,2056
126_s0058,0.1853506097891109,-0.5196638189537788,의자 움직임,8,512,1,2,2,2048
126_s0059,-1.3261495030197707,-0.99872787986457,상체 움직임,8,512,2,2,4,8
126_s0060,-1.7007976064160877,-0.5922033734208134,상체 움직임,8,512,2,2,4,8
126_s0061,-1.345195477950101,-0.3288241266884507,상체 움직임,8,512,2,2,4,8
126_s0062,-0.6963486136753381,-0.2020590528131066,"상체 뒤로 움직임, 하품",12,512,10,2,132,136
126_s0063,-0.1578255519749452,-1.0412364596087686,"상체 앞으로 이동, 상체 움직임, 팔 움직임, 하품",6,512,10,2,132,136
126_s0064,1.1525883596493371,-0.8565198287261533,상체 움직임,8,512,2,2,4,8
126_s0065,0.6516945807224306,-0.2244949030271272,상체 움직임,8,512,2,2,4,8
126_s0066,-0.5231141928080939,-1.0303276202201428,상체 움직임,8,512,2,2,4,8
126_s0067,-1.4858764983942443,-1.480412571798879,의자 움직임,8,512,1,2,2,2048
126_s0068,-1.7981305816628574,-1.790592250655264,고개 움직임,128,512,128,2,4,16
126_s0069,-1.7515641085460494,-1.72150306959928,미소,512,512,512,256,256,32
126_s0070,-1.8013993849767629,-1.61058264889527,상체 뒤로 움직임,2,512,2,2,4,8
126_s0071,-0.9622595416328288,-1.2329701540194626,팔 움직임,16,512,2,2,4,8
126_s0072,-0.5404929777286823,-1.248681058162937,의자 움직임,8,512,1,2,2,2048
126_s0073,-0.2262040430076022,-1.085061060614006,의자 좌우 움직임,8,512,1,2,2,2048
126_s0074,-0.2151245271396812,-1.179502221762614,상체 움직임,8,512,2,2,4,8
126_s0075,0.1312612148032841,-1.0541606317184324,손으로 목 만짐,48,512,128,2,4,1024
126_s0076,0.605553900890405,-0.9460529522278008,의자 좌우 움직임,8,512,1,2,2,2048
126_s0077,0.3848524927018896,-1.0151798638366625,팔 움직임,16,512,2,2,4,8
126_s0078,-0.2568305032629846,-0.961364624655662,의자 좌우 움직임,8,512,1,2,2,2048
126_s0079,-0.7450715928595373,-1.3360394146490309,의자 움직임,8,512,1,2,2,2048
126_s0080,-1.1493897035137748,-1.1211015853711002,손으로 목 만짐,48,512,128,2,4,1024
126_s0081,-0.4481263306044424,-0.6624171472351554,의자 움직임,8,512,1,2,2,2048
126_s0082,-0.6177171886331958,0.1681341114685399,상체 뒤로 움직임,2,512,2,2,4,8
126_s0083,-0.908515678678804,-0.2575715775737516,입 움직임,512,512,512,2,4,16
126_s0084,-0.8252563951968235,0.0957302461759589,의자 움직임,8,512,1,2,2,2048
126_s0085,-0.2854538992979739,-0.5103239143467029,"의자 움직임, 입 움직임",520,512,513,2,6,2064
126_s0086,-0.3659575020135263,-0.7046109336082974,상체 앞으로 이동,8,512,2,2,4,8
126_s0087,-0.5678450182941321,-0.696417036210827,"상체 움직임, 팔 움직임",24,512,2,2,4,8
126_s0088,-0.5885702813712617,-0.5499051458214426,손으로 눈 만짐,48,512,2048,2,4,1024
126_s0089,-0.2858825375141677,-0.3569177032656725,입 움직임,512,512,512,2,4,16
126_s0090,0.2993931444851708,0.4801729403413406,팔 움직임,16,512,2,2,4,8
126_s0091,0.865751628946042,1.234031719430975,"상체 움직임, 팔 움직임",24,512,2,2,4,8
126_s0092,0.3428707735915689,0.735805137200097,"손 꼼지락, 팔 움직임, 상체 움직임",2,512,2,2,4,8
126_s0093,0.033603199274937,-0.9438718926913388,"입 움직임, 상체 움직임",520,512,514,2,4,24
126_s0094,-0.1126155238532994,-0.3750263183047893,상체 움직임,8,512,2,2,4,8
126_s0095,-0.2312130174301798,-0.8308476357648955,손 꼼지락,32,512,2,2,4,8
126_s0096,-0.0144748666703006,-1.4014871369614983,턱 괴기,48,512,16,2,8,1024
126_s0097,-0.1689415212107874,-1.6414520273471302,손 꼼지락,32,512,2,2,4,8
126_s0098,0.4051460340078344,-1.311775289439499,자세 변경,2,512,2,2,4,8
126_s0099,2.6948729805015503,-0.3322857505823619,팔 움직임,16,512,2,2,4,8
126_s0100,2.656542466835955,-0.406361871736352,하품,4,512,8,2,128,128
126_s0101,3.097646239075289,0.2652731691673663,입 움직임,512,512,512,2,4,16
126_s0102,1.5735439651635266,-0.0508090171741216,시선 옆,2048,512,2048,2,4,64
126_s0103,1.4464776388885383,-0.4453860754706683,팔 책상 위로 올림,16,512,2,2,4,256
126_s0104,2.157730065740905,0.1354835515652129,호출 버튼 누름,0,0,0,0,0,0
126_s0105,2.568238279623502,0.0288550967795489,입 움직임,512,512,512,2,4,16
126_s0106,1.2447069551648875,-0.2684020688510788,입 움직임,512,512,512,2,4,16
126_s0107,0.9317640820618938,-1.2549782505852525,호출 버튼 누름,0,0,0,0,0,0
126_s0108,1.6925711232874114,-0.1858070073517542,진행자 개입,0,0,1,0,0,0
126_s0109,2.582519608769988,0.9852917387789972,팔 움직임,16,512,2,2,4,8
126_s0110,2.447773595112109,0.0812251080136504,팔 움직임,16,512,2,2,4,8
126_s0111,1.4913824420940525,-0.0206735896648157,입 움직임,512,512,512,2,4,16
126_s0112,1.2547898186535404,-0.2558395459095774,입 움직임,512,512,512,2,4,16
126_s0113,0.5570437380126022,-0.122584418621287,상체 움직임,8,512,2,2,4,8
126_s0114,0.5587498209455545,-0.0919453473268865,"입 움직임, 하품",516,512,520,2,132,144
126_s0115,0.4989499152823398,-0.0496759917314555,손으로 귀 만짐,48,512,64,2,4,1024
126_s0116,0.8134300151822179,0.3250640593414942,입 움직임,512,512,512,2,4,16
126_s0117,0.9767196291955482,0.3822877049915914,입 움직임,512,512,512,2,4,16
126_s0118,-0.2119265822616025,1.0338606247019415,상체 움직임,8,512,2,2,4,8
126_s0119,-0.7632724542512033,-0.405766019725804,하품,4,512,8,2,128,128
126_s0120,-0.4119678498109114,-0.9272577738135164,상체 움직임,8,512,2,2,4,8
126_s0121,0.2499573970254169,-0.7547243225401482,턱 괴기,48,512,16,2,8,1024
126_s0122,0.6235658453710158,-0.975571516086493,입 움직임,512,512,512,2,4,16
126_s0123,0.5232525260986477,-0.7522765988283324,입 움직임,512,512,512,2,4,16
126_s0124,-0.1610197830051428,-0.3115523150470874,시선 뒤,2176,2048,128,2,4,64
126_s0125,1.3867994356579594,0.8296603544554207,손가락으로 x 표시,32,512,2,512,4,32
126_s0126,1.4350399590318714,1.0394628942017297,턱 괴기,48,512,16,2,8,1024
126_s0127,0.3389323969342451,0.1348742949376549,손 움직임,32,512,2,2,4,8
126_s0128,0.9855691749838468,-0.1664713101464288,상체 움직임,8,512,2,2,4,8
126_s0129,-0.6410420861436468,-1.4374636890221235,"팔 움직임, 하품",20,512,10,2,132,136
126_s0130,0.2317642838301542,-1.4026309506518595,상체 움직임,8,512,2,2,4,8
126_s0131,0.8535897121171576,-0.5514869520431026,입 움직임,512,512,512,2,4,16
126_s0132,0.9003606487555418,-0.6740735844102196,시선 카메라,2048,512,2048,2,4,64
126_s0133,0.1255174537657728,-1.536095263997196,손 꼼지락,32,512,2,2,4,8
126_s0134,-0.3749243171582642,-1.423395443339554,상체 뒤로 움직임,2,512,2,2,4,8
126_s0135,0.0855564528135313,-0.4044006579444648,입 움직임,512,512,512,2,4,16
126_s0136,0.1305039145526761,0.9741115693810148,입 움직임,512,512,512,2,4,16
126_s0137,0.2107469601137206,1.146569223521462,입 벌림,512,512,512,2,4,16
126_s0138,0.0222310744006283,0.5912124708481665,의자 좌우 움직임,8,512,1,2,2,2048
126_s0139,-0.0374658550368369,0.1988011092135867,어깨 움직임,16,512,2,2,4,8
126_s0140,-0.086109478613824,0.6745180103302991,입 움직임,512,512,512,2,4,16
126_s0141,-0.0356724653607742,0.4185073936876178,"입 움직임, 하품, 상체 움직임",524,512,522,2,132,152
126_s0142,0.6411610925653245,1.1792460777579343,입 움직임,512,512,512,2,4,16
126_s0143,-0.626068971676126,0.985773877953926,입 움직임,512,512,512,2,4,16
126_s0144,-1.6470225971565948,0.2532985468100031,입 움직임,512,512,512,2,4,16
126_s0145,-1.0390092618743405,0.6790282899821302,상체 움직임,8,512,2,2,4,8
126_s0146,-0.3827740514439736,0.6494049503739238,시선 위,2048,512,2048,2,4,64
126_s0147,-0.2890469792039993,0.560646573666874,입 움직임,512,512,512,2,4,16
126_s0148,-0.7636829250043039,0.7816015609730507,의자 움직임,8,512,1,2,2,2048
126_s0149,-1.286790055985338,0.4073494106869904,상체 움직임,8,512,2,2,4,8
126_s0150,-1.6581038248523683,0.5997269979728023,"의자 움직임, 하품",12,512,9,2,130,2176
126_s0151,-1.542711581440256,0.9437025267886228,입 움직임,512,512,512,2,4,16
126_s0152,-1.1150296663473838,1.0006295904542823,상체 움직임,8,512,2,2,4,8
126_s0153,-0.0167126564035889,0.3968256176378851,상체 움직임,8,512,2,2,4,8
126_s0154,0.3860781909272839,-0.0642299173570887,"입 움직임, 상체 뒤로 이동",520,512,514,2,4,24
126_s0155,-0.5701564083626078,0.3393928972811806,상체 움직임,8,512,2,2,4,8
126_s0156,-0.2592163547120384,0.6799689301271853,손으로 눈 만짐,48,512,2048,2,4,1024
126_s0157,-0.17044825369805,0.8429814440556609,상체 움직임,8,512,2,2,4,8
126_s0158,-0.8236897531491895,1.4253559064210837,하품,4,512,8,2,128,128
126_s0159,-0.5473396039148894,2.0725567987040003,고개 움직임,128,512,128,2,4,16
126_s0160,-1.289924105070411,1.0563412420411102,입 움직임,512,512,512,2,4,16
126_s0161,-1.6112049050171424,-0.0680998963927484,상체 뒤로 이동,8,512,2,2,4,8
126_s0162,-0.8023602489034967,-0.3760557028713329,어깨 움직임,16,512,2,2,4,8
126_s0163,-0.8789752687883656,-0.6705212570887914,고개 움직임,128,512,128,2,4,16
126_s0164,-1.0050996897271756,-0.5273798951638693,상체 움직임,8,512,2,2,4,8
126_s0165,-1.8543508936586244,1.285362331593653,상체 움직임,8,512,2,2,4,8
126_s0166,-1.7153201261343338,0.6023114251019445,하품,4,512,8,2,128,128
126_s0167,-1.0258409699142834,0.1274270157928234,입 움직임,512,512,512,2,4,16
126_s0168,-1.0083019870641603,0.7405064978038073,상체 움직임,8,512,2,2,4,8
126_s0169,-0.9181645364252488,2.420978896626188,입 움직임,512,512,512,2,4,16
126_s0170,-0.8521959905577398,2.9202895909565387,상체 움직임,8,512,2,2,4,8
126_s0171,-0.5995872746146212,1.7228338613794465,"입 움직임, 상체 움직임, 하품",524,512,522,2,132,152
126_s0172,2.424567869637368,2.4816134775553285,상체 움직임,8,512,2,2,4,8
126_s0173,3.4208550500665846,2.8726515280372107,팔 움직임,16,512,2,2,4,8
126_s0174,2.143482468470529,2.1491590142977106,상체 움직임,8,512,2,2,4,8
126_s0175,0.6364619751542036,0.5824633727408527,상체 움직임,8,512,2,2,4,8
126_s0176,0.5989791442980948,0.5048165116074732,"상체 움직임, 팔 움직임",24,512,2,2,4,8
126_s0177,0.7521473323614714,0.314025350102849,상체 움직임,8,512,2,2,4,8
