name,indiv_feature,global_feature,motion,category1,category3
208_s0001,0.8148926340083908,2.34305563281645,얼굴 만짐,48,8
208_s0002,1.22029343107321,2.8306189562426844,팔 움직임,16,2
208_s0003,0.464325252898934,1.4224960456146734,팔 움직임,16,2
208_s0004,0.5921660147880621,0.483605514878101,몸 & 팔 & 고개 움직임,152,130
208_s0005,0.178369543032181,0.8509469201400411,입술 움직임,512,512
208_s0006,-0.2585350056757999,0.938333890765382,몸 움직임,8,2
208_s0007,-0.4367829831326275,0.86565690893475,입술 움직임,512,512
208_s0008,-0.4551642444033383,0.5707999860500359,입술 움직임,512,512
208_s0009,-0.3111602161215914,0.5868121433900922,몸 움직임,8,2
208_s0010,-0.4316695548338388,-0.1426787066812517,몸 & 팔 움직임,24,2
208_s0011,0.3077875011828851,-0.4766993457985721,팔 움직임,16,2
208_s0012,1.695697867133613,0.3827265502103261,몸 & 팔 움직임,24,2
208_s0013,1.9956306903447791,1.4988998741166484,코 만짐,48,1024
208_s0014,-0.0541178143011819,1.0933868531646258,목 만짐,48,128
208_s0015,-0.9341015746512632,-0.3524782681156297,손 움직임,32,2
208_s0016,-0.3344883856985017,-0.9605807203360984,팔 움직임,16,2
208_s0017,-0.0262369234771626,-1.038022229231592,몸 뒤로 움직임,8,2
208_s0018,-0.2243996087770589,-0.9165334265211664,몸 & 팔 & 고개 움직임,152,130
208_s0019,-0.4925834410892913,-0.7180093600865363,하품함,4,8
208_s0020,-1.4616882341288446,-0.5738790624692413,입술 움직임,512,512
208_s0021,-0.695874798873099,-0.7449541001324089,손 움직임,32,2
208_s0022,0.6456572676992766,0.1452151443558887,몸 & 팔 & 고개 움직임,152,130
208_s0023,0.5962507457110697,0.190078833036861,끄덕거림,128,128
208_s0024,0.9389760195858948,-0.2762061248001276,얼굴 만짐,48,8
208_s0025,1.3173201535274577,-0.105048765107443,웃음,4,8
208_s0026,0.9852574867576196,-0.2873444268114465,머리 움직임,128,128
208_s0027,0.5429843524715185,-0.6355970061447155,입술 움직임,512,512
208_s0028,0.8082126959343211,-0.4985942708205726,팔 & 고개 움직임,144,130
208_s0029,1.193089661604657,-0.1109256817191836,몸 앞뒤로 움직임,8,2
208_s0030,1.146688973060532,-0.4950019586178398,의자 흔듬,8,2
