name,indiv_feature,global_feature,motion,category1,category3
228_s0001,0.0545399601308241,-0.260083364771787,"상체 움직임, 입 움직임",520,514
228_s0002,-0.0828273743823982,0.0647192862735361,"상체 움직임, 의자 움직임",8,2
228_s0003,-0.2882419335032443,-0.2562257004448164,의자 움직임,8,2
228_s0004,-0.3815965693124687,-0.3265118448175214,"의자 움직임, 팔 움직임, 상체 움직임",24,2
228_s0005,-1.1438213369799313,-1.127162132520274,의자 움직임,8,2
228_s0006,-0.7908379123421367,-1.2612949502650883,의자 움직임,8,2
228_s0007,-0.8596361808108367,-1.231097266093215,의자 움직임,8,2
228_s0008,-0.894100504460216,-1.1521630842435673,팔 움직임,16,2
228_s0009,-1.008576930063819,-0.9501035859097628,상체 움직임,8,2
228_s0010,-1.1537582270980973,-0.311708816347403,의자 움직임,8,2
228_s0011,-0.6312274685594205,-0.2629011893780594,손으로 입 만짐,48,512
228_s0012,-0.1591230347001889,-0.148386213259684,손으로 뒷머리 만짐,48,4
228_s0013,0.0674349890770226,0.2980457308157471,자세 변경,2,2
228_s0014,0.5873719390223109,1.1874752060872324,상체 움직임,8,2
228_s0015,0.5312121487780864,1.1167080325130794,손으로 코 만짐,48,1024
228_s0016,-0.6176823279586726,-0.1423918158377881,상체 움직임,8,2
228_s0017,-1.074902097191461,-0.3835313910315497,손으로 코 만짐,48,1024
228_s0018,-1.393966668426907,-0.1535522708397949,의자 움직임,8,2
228_s0019,-0.8685368049651231,-0.1142388760971819,의자 움직임,8,2
228_s0020,-0.6768826760629364,0.008216954205568,의자 움직임,8,2
228_s0021,-0.2205347323373692,-0.0848404389485666,상체 움직임,8,2
228_s0022,-1.032665937905218,-0.5520680943557403,입 움직임,512,512
228_s0023,-1.0037734465768655,-0.3064853293281824,의자 움직임,8,2
228_s0024,0.80161231174496,-0.2588147347707735,의자 움직임,8,2
228_s0025,0.0734139434808907,-0.5878983353018223,의자 움직임,8,2
228_s0026,0.0108154659045512,-0.3435873745021919,손으로 귀 만짐,48,64
228_s0027,0.0882417746679939,-0.1578577045257273,상체 움직임,8,2
228_s0028,-0.2804123668287383,0.6674876584030934,어깨 움직임,16,2
228_s0029,-0.5937766958331182,0.6696339335325489,상체 움직임,8,2
228_s0030,0.7241545127803485,0.3449891352968817,상체 움직임,8,2
228_s0031,0.6286834961655791,-0.2447404147919743,상체 움직임,8,2
228_s0032,-1.3484729171536225,-0.8777005904463694,상체 움직임,8,2
228_s0033,-1.1360181957099849,-1.0068413295501175,고개 움직임,128,128
228_s0034,-1.1214651129143562,-1.024906113209216,입술 움직임,512,512
228_s0035,-0.96298549769091,-0.9993699439340252,고개 움직임,128,128
228_s0036,-1.6871805380974725,-0.4972971319741082,의자 움직임,8,2
228_s0037,-1.646931790342951,-0.5839820663895622,의자 좌우 움직임,8,2
228_s0038,-1.473811710213255,-1.156483276156697,끄덕임,128,128
228_s0039,-1.072685390855677,-1.1725853067929126,의자 움직임,8,2
228_s0040,-1.238187749969969,-1.185218001014634,의자 좌우 움직임,8,2
228_s0041,-1.321208202008462,-0.8693805576187681,의자 움직임,8,2
228_s0042,-1.514884278108228,-1.13078029801253,의자 좌우 움직임,8,2
228_s0043,-1.559365827562304,-1.0358495019615774,의자 좌우 움직임,8,2
228_s0044,-1.2589175799182533,-0.8197605992500404,상체 움직임,8,2
228_s0045,-0.6791045446298004,0.1725223812378196,팔 책상 위로 올림,16,2
