name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
107_s0001,-2.712348099250589,2.287377550349737,의자 흔들기,8,512,1,2,2,2048
107_s0002,-0.8807500285480023,-0.1820254706768999,입 움직임,512,512,512,2,4,16
107_s0003,-0.0233048841497407,-0.8141377611496166,자세 바로잡기,2,512,2,2,4,8
107_s0004,0.260667599937394,0.4203794830666267,입 움직임,512,512,512,2,4,16
107_s0005,0.5179752937555213,0.3054232927646673,몸 움직임,8,512,2,2,4,8
107_s0006,0.8349414589648001,2.831847219991944,입술 움직임,512,512,512,2,4,16
107_s0007,0.6984735238204963,1.4675948344135286,입 움직임,512,512,512,2,4,16
107_s0008,0.309797016423931,1.5669930933239768,입술 움직임,512,512,512,2,4,16
107_s0009,-0.0315265207194681,2.314556656861692,자세 바로잡기,2,512,2,2,4,8
107_s0010,0.4325518477821453,0.6003322753959534,머리 움직임,128,512,128,2,4,16
107_s0011,-2.6736480463393257,0.78993118140445,손 움직임,32,512,2,2,4,8
107_s0012,-3.2324010574126936,0.901864736810388,입 움직임,512,512,512,2,4,16
107_s0013,-2.823400400444579,0.6756073851249123,손 움직임,32,512,2,2,4,8
107_s0014,-1.5634591446395956,-0.5494540992299112,몸 움직임,8,512,2,2,4,8
107_s0015,-1.2555329066264405,0.0670153395432502,입술 움직임,512,512,512,2,4,16
107_s0016,0.0472516434240073,1.4935030478096356,손 움직임,32,512,2,2,4,8
107_s0017,-0.4584467029732227,1.8930959139102184,머리 움직임,128,512,128,2,4,16
107_s0018,-0.7688819252751535,0.9715617466190946,손 움직임,32,512,2,2,4,8
107_s0019,-0.2656678919540707,0.1812870914937633,손 움직임,32,512,2,2,4,8
107_s0020,-0.2427642433946764,-0.2177200634194802,손 움직임,32,512,2,2,4,8
107_s0021,-0.0468759472792407,-0.0922173853620115,입술 움직임,512,512,512,2,4,16
107_s0022,-0.9044834680414346,-0.5030650371235832,손 움직임,32,512,2,2,4,8
107_s0023,-0.7150089603704162,-0.0615801999882761,입술 움직임,512,512,512,2,4,16
107_s0024,-0.05354772658272,0.5257550810885879,손 움직임,32,512,2,2,4,8
107_s0025,0.2410185386891686,-0.0294724780602487,손 움직임,32,512,2,2,4,8
107_s0026,0.1575249494686307,0.63368878238676,손 움직임,32,512,2,2,4,8
107_s0027,-0.191881553688488,0.5508236432942294,몸 움직임,8,512,2,2,4,8
107_s0028,-0.4469549142553593,-0.5263942445724753,손 움직임,32,512,2,2,4,8
107_s0029,-0.4524432289948182,0.3476721064900733,손 움직임,32,512,2,2,4,8
107_s0030,-0.3362210323558097,0.5437110149450519,입술 움직임,512,512,512,2,4,16
107_s0031,-0.5042533420146451,0.3991099951276859,자세 바로잡기,2,512,2,2,4,8
107_s0032,0.0496704642549057,-0.1377535530748267,웃음,4,512,8,256,256,32
107_s0033,-0.7814260001397599,1.9043327727686568,입술 움직임,512,512,512,2,4,16
107_s0034,-0.9414742298264944,1.9290475050879583,몸 움직임,8,512,2,2,4,8
107_s0035,-0.5642055557197827,0.9717913349668836,몸 움직임,8,512,2,2,4,8
107_s0036,-0.6179724198390275,-0.4240190618127838,입술 움직임,512,512,512,2,4,16
107_s0037,-0.0430557867467221,-0.0171116114083293,입 만짐,512,512,512,2,4,16
107_s0038,1.1449558732119876,-2.54426081682554,입술 움직임,512,512,512,2,4,16
107_s0039,0.2554762053698719,0.359073313141773,입술 움직임,512,512,512,2,4,16
107_s0040,0.3082134713318381,0.0001303431415534,입술 움직임,512,512,512,2,4,16
107_s0041,0.4360295212473628,-0.2623094900824184,몸 움직임,8,512,2,2,4,8
107_s0042,-0.4805338019385189,0.0701447682088909,입술 움직임,512,512,512,2,4,16
107_s0043,-0.4733364796428669,0.3540895528685597,몸 움직임,8,512,2,2,4,8
107_s0044,-0.1839760367947041,0.7457407124954614,입술 움직임,512,512,512,2,4,16
107_s0045,-0.0103728365804051,-0.017572884077578,입술 움직임,512,512,512,2,4,16
107_s0046,-0.1769884294581295,-0.0057292639351731,손 움직임,32,512,2,2,4,8
107_s0047,-0.5576999257730024,-0.7257869903939622,몸 움직임,8,512,2,2,4,8
107_s0048,0.3415214508610587,1.0640083365272055,입 만짐,512,512,512,2,4,16
107_s0049,-0.0200939706223789,1.2060342710976255,몸 움직임,8,512,2,2,4,8
107_s0050,0.0874351884400724,0.1705207061990318,입술 움직임,512,512,512,2,4,16
107_s0051,0.5982810747277527,0.3521188337313886,입술 움직임,512,512,512,2,4,16
107_s0052,0.7937297306756708,0.6027254449887677,입 만짐,512,512,512,2,4,16
107_s0053,0.2214551953638848,0.5635398533405102,자세 바로잡기,2,512,2,2,4,8
107_s0054,-0.770846960965881,-0.6177117590379609,입술 움직임,512,512,512,2,4,16
107_s0055,-0.6336139601893729,-0.4495489018307385,의자 흔들기,8,512,1,2,2,2048
107_s0056,0.2435344011331073,0.9820208813828022,입 움직임,512,512,512,2,4,16
107_s0057,-0.1674560191673613,1.4255504899696072,머리 움직임,128,512,128,2,4,16
107_s0058,0.0356096618358824,1.0489241613875293,입술 움직임,512,512,512,2,4,16
107_s0059,0.0053832560200502,-0.4281989539018094,손 움직임,32,512,2,2,4,8
107_s0060,0.1051245327741502,-1.1747552467508244,몸 움직임,8,512,2,2,4,8
