name,indiv_feature,global_feature,motion,category1,category3
203_s0001,0.8550818528956566,-0.6210455272653873,입 움직임,512,512
203_s0002,0.9136207198842592,-0.9664771585537334,입 움직임,512,512
203_s0003,0.985171950481337,-0.5736968696434908,몸 움직임 + 입 움직임,520,514
203_s0004,1.218944529504968,-0.4102136514622513,몸 움직임,8,2
203_s0005,0.1005622375331159,-1.517238633453866,몸 움직임,8,2
203_s0006,0.1553514916460844,-1.5879437739675153,입 움직임,512,512
203_s0007,0.1700306303739335,-0.8038040415737923,입 움직임,512,512
203_s0008,0.6774441280232841,-0.90197528471447,몸 움직임(어깨),16,2
203_s0009,0.6092769089810937,-0.2767650699608344,입 움직임,512,512
203_s0010,0.7578477820800128,-0.7055076825755403,몸 움직임,8,2
203_s0011,0.5924748625045319,-1.1577919269864487,몸 움직임,8,2
203_s0012,0.0491215698005564,-1.0220251406745304,몸 움직임,8,2
203_s0013,0.4431292350449853,-0.9463300813586668,입술 핥기,512,512
203_s0014,-0.1111606665869405,0.0378032342228495,입술 핥기,512,512
203_s0015,0.1294311376002299,0.3257089678695388,입 움직임,512,512
203_s0016,0.0276826180095508,0.90021456269962,미세한 몸 움직임,8,2
203_s0017,0.3537196876437727,0.4911614079221328,입 움직임,512,512
203_s0018,0.2956137695345533,0.3433312834800124,미세한 몸 움직임,8,2
203_s0019,-0.0971240277579821,0.505722732350925,미세한 몸 움직임,8,2
203_s0020,0.5174040079857868,-0.2098973045504732,미세한 몸 움직임,8,2
203_s0021,0.7030228602611016,-2.198264513922229,미세한 몸 움직임,8,2
203_s0022,1.090743604980804,-1.3454685905122783,몸 움직임 + 입 움직임,520,514
203_s0023,0.7397031006252612,-1.0428661285214027,입 움직임,512,512
203_s0024,0.1284214567671326,-0.4587714268380959,자세 바로잡기 + 입 움직임,514,514
203_s0025,-0.2036917355024039,-0.1315870721537654,미세한 몸 움직임,8,2
203_s0026,0.75889429905851,-0.2480768495555848,입 움직임,512,512
203_s0027,1.338222199367554,-1.2438793102658496,몸 움직임,8,2
203_s0028,1.2999114600620831,-0.4792238197777985,몸 움직임,8,2
203_s0029,1.3289599981122668,-0.3736558097443516,입 움직임,512,512
203_s0030,1.1605569844591994,-0.2704227764103681,자세 바로잡기,2,2
203_s0031,0.5230659361909183,-0.0065338668592859,얼굴 긁기,48,8
203_s0032,-0.207595015261446,-0.0593039609678541,자세 바로잡기,2,2
203_s0033,0.1880289995596518,-0.764854775492915,미세한 몸 움직임,8,2
203_s0034,0.1667424887790872,-0.659169918269434,몸 움직임,8,2
203_s0035,0.3146804052452362,0.7497282598922335,미세한 몸 움직임,8,2
203_s0036,0.4938459667600933,0.3061501633819111,자세 바로잡기,2,2
203_s0037,0.9275610387397782,-1.3089341168903867,몸 움직임,8,2
203_s0038,1.639906240233041,-1.7430498608950529,몸 움직임,8,2
203_s0039,0.6592879118808769,-0.2196647127997461,팔 팔걸이 위로,16,2
203_s0040,0.5234759393353219,-0.0921958220947476,자세 바로잡기,2,2
203_s0041,1.195136237493625,-0.7317711735101655,미세한 몸 움직임,8,2
203_s0042,0.5865574796186311,-0.8556401911921941,미세한 몸 움직임,8,2
