name,indiv_feature,global_feature,motion,category1,category3
217_s0001,0.4762604096165682,-1.053532389335453,상체 움직임,8,2
217_s0002,0.17184351950947,-0.5522794740432503,입 움직임,512,512
217_s0003,0.7952107066757143,-0.1820234388922952,상체 움직임,8,2
217_s0004,0.7860019618628787,0.0553937356827737,의자 움직임,8,2
217_s0005,1.365441766355875,-1.7311754245678608,입 움직임,512,512
217_s0006,1.228562143714814,-1.6853155617830615,상체 움직임,8,2
217_s0007,0.9610181852904373,-1.607933622729631,상체 움직임,8,2
217_s0008,1.024139218101882,-0.508106843118531,팔 움직임,16,2
217_s0009,1.0644722449540267,-0.4258416588329684,의자 움직임,8,2
217_s0010,1.3273843464693866,-0.541640882274388,의자 움직임,8,2
217_s0011,1.5199504171158422,-0.1554874307276565,입 움직임,512,512
217_s0012,1.409228602099447,0.0898051732590324,의자 좌우 움직임,8,2
217_s0013,0.8197136638453045,-0.1042381532729363,의자 움직임,8,2
217_s0014,1.7062036046498414,-1.085649093184437,입 움직임,512,512
217_s0015,2.0830893226417224,-0.9197148789825976,의자 좌우 움직임,8,2
217_s0016,1.338579795119109,0.8011877932215198,고개 움직임,128,128
217_s0017,0.150543732720158,0.7675879836376905,의자 움직임,8,2
217_s0018,-0.8598565298835508,-0.0729647722077379,팔 책상 위로 올림,16,2
217_s0019,-0.298602797046255,0.6061735243463038,팔 책상 아래로 내림,16,2
217_s0020,0.1586041898670772,0.7079721628342049,입 움직임,512,512
217_s0021,0.0197972227163795,0.387323599295408,의자 움직임,8,2
217_s0022,0.3521881241314011,0.9604988230162708,의자 움직임,8,2
217_s0023,0.2566175872352339,0.860355057550051,상체 움직임,8,2
217_s0024,0.1665648203947297,0.6815875029347009,상체 움직임,8,2
217_s0025,-1.2020675172752049,0.3915406557184154,손으로 목 만짐,48,128
217_s0026,-0.4428774765142414,0.5220733169918661,입 움직임,512,512
217_s0027,-0.0103149005424683,0.1136509463764416,손 꼼지락,32,2
217_s0028,0.8109516985151535,-0.488535595499909,턱 괴기,48,16
217_s0029,1.5171703337458518,-0.9335278014560648,손으로 얼굴 만짐,48,8
217_s0030,1.5311139690221665,-0.3407954444005642,상체 움직임,8,2
217_s0031,0.9437488476467808,0.7925116545099873,입 움직임,512,512
217_s0032,0.1161668192217543,1.5759264137505764,의자 움직임,8,2
217_s0033,-0.1355213491506015,1.099426556773181,손으로 안경 만짐,48,1
217_s0034,0.0316246262763787,0.9034131363686274,손으로 머리카락 만짐,48,4
217_s0035,-0.4783589238937832,0.5797568728659027,팔 움직임,16,2
217_s0036,-1.0062383521127194,0.4994193732108696,입 움직임,512,512
217_s0037,-0.816413628172067,1.4487901407876644,입 움직임,512,512
217_s0038,-0.3196342111047872,1.815467460281287,고개 움직임,128,128
217_s0039,0.3384810033393597,0.5224513932755066,의자 움직임,8,2
217_s0040,0.1942588370775531,0.1738010136488551,고개 움직임,128,128
217_s0041,0.4269583601478376,-0.2099437534150964,입 움직임,512,512
217_s0042,-0.2201451013229557,-0.2190399241569332,의자 움직임,8,2
217_s0043,-0.2705557443985463,-0.7432411874715387,"의자 움직임, 상체 움직임",8,2
217_s0044,0.0882337352264829,0.5079971943617485,팔 움직임,16,2
217_s0045,-0.0197014259010943,1.258423798970261,담요 움직임,1,1
217_s0046,-0.0758808454507369,0.9564402533673276,담요 움직임,1,1
217_s0047,-0.6648120181311541,1.0125528190997437,팔 움직임,16,2
217_s0048,-0.2539485832693459,1.3492910640778888,입 움직임,512,512
