name,indiv_feature,global_feature,motion
225_s0001,0.03021612181049776,-0.23431059003272137,상체 움직임
225_s0002,-0.7980403561227978,0.29787549402523195,상체 움직임
225_s0003,-0.7884935991798437,0.6994826367640956,입 움직임
225_s0004,-0.5661686401456585,0.7152212486471491,입 움직임
225_s0005,-1.569447751786262,2.4336101168604105,어깨 움직임
225_s0006,-1.6029790328940667,2.4000282633044154,입 움직임
225_s0007,-0.6895476946701086,0.8376369738955323,어깨 움직임
225_s0008,0.17126042445219353,0.08512730915312947,"고개 움직임, 상체 움직임"
225_s0009,-0.005940271565316305,0.028340715685444825,상체 움직임
225_s0010,-0.23773692652567935,-0.14279041858018418,얼굴 움직임
225_s0011,0.7827735034995413,0.16381264727596062,손으로 입 만짐
225_s0012,-0.45610606699188494,0.9666305749535887,입 움직임
225_s0013,-0.38669842335912147,1.1106781325325037,입 움직임
225_s0014,-1.3433943280285259,0.717149315681854,입 움직임
225_s0015,-1.686537227460927,0.7864607836949109,어깨 움직임
225_s0016,-1.5707353723753579,0.9956323741799307,손으로 머리카락 만짐
225_s0017,-1.2501030552707386,0.902265976907277,어깨 움직임
225_s0018,-0.6438879856746865,0.7628940524492446,입 움직임
225_s0019,0.2766552922093888,0.6642344785879069,의자 움직임
225_s0020,0.2555259454675421,0.3917904135493025,입 움직임
225_s0021,0.21057278337207233,-0.5867410858464862,상체 움직임
225_s0022,0.13662077695217686,-0.7551551071555537,상체 움직임
225_s0023,-0.777809487713811,0.6156306006401994,상체 움직임
225_s0024,-1.1330335844656512,0.4535384666786255,고개 움직임
225_s0025,-0.6008994778965158,0.28319371868632714,입 움직임
225_s0026,-0.7739612314782393,0.6475919320857765,"팔 움직임, 입 움직임"
225_s0027,-0.5120573771986646,0.20146572910800412,눈 크게 뜸
225_s0028,-1.8570697811609058,-0.4978347505733117,입 움직임
225_s0029,-1.4085691941870093,-0.3676451865667866,상체 움직임
225_s0030,-1.2805119932538729,-1.1365537223203437,입 움직임
225_s0031,-1.5434617709787635,-1.0503962561571658,손으로 입 만짐
225_s0032,-0.656765385571043,-0.9836018665511128,입 움직임
225_s0033,0.0537786880051954,-0.8800547420336977,입 움직임
225_s0034,0.19054428040311575,-0.4159415358556153,상체 움직임
225_s0035,1.6221327175623488,-0.48411412668066384,상체 움직임
225_s0036,0.8733284947258159,0.3645865345674216,입 움직임
225_s0037,-0.5365396381440203,0.24731239227164042,상체 움직임
225_s0038,-0.07146444720402867,0.5197345906425761,입 움직임
225_s0039,0.15925067203818724,0.38537222228834067,팔 움직임
225_s0040,0.3142910067666935,0.25771024328568476,"상체 움직임, 입 움직임, 팔 움직임"
225_s0041,-0.7393614852822128,0.1360002583730042,손으로 입 만짐
225_s0042,-1.632862012753479,0.07838606681580183,시선 아래
225_s0043,-1.7017522106135168,-0.07016472758819085,상체 움직임
225_s0044,-0.843973515112475,0.12424885015568515,어깨 움직임
225_s0045,-0.6907369794757686,0.4082358062622781,입 움직임
225_s0046,-1.4082231116888335,1.8908634194451401,상체 움직임
225_s0047,-1.0552067842824882,0.9489446228122332,입 움직임
225_s0048,-0.330748730663244,-0.09356259415142724,상체 움직임
225_s0049,0.13225837084611822,-0.17593825799902568,팔 움직임
225_s0050,0.48039747878280564,-0.33463867013207854,"상체 움직임, 의자 움직임"
225_s0051,-0.2656818478324733,0.8274984340619207,상체 움직임
225_s0052,0.07413946984332105,-1.1150979269440857,팔 움직임
225_s0053,0.09822804543494018,-0.10918801236400985,"상체 움직임, 의자 움직임"
225_s0054,0.919526000511618,-0.9580213642844213,상체 움직임
225_s0055,0.9469668694962524,-0.9540328567304727,입 움직임
225_s0056,-1.5440881782810285,0.39987585182300894,얼굴 움직임
225_s0057,-1.565465584469377,1.3703577419136077,상체 움직임
225_s0058,-0.8155983940341325,0.6966411692026158,얼굴 움직임
225_s0059,-0.7598325133647051,1.0198680156098767,상체 움직임
225_s0060,-0.34673042460610193,0.6567863450814257,고개 움직임
225_s0061,-0.09794735079439056,0.5647693682071279,얼굴 움직임
225_s0062,-0.2846096119892962,0.9707202899965668,상체 움직임
225_s0063,0.3818132881179992,-1.3132390853526026,상체 움직임
225_s0064,0.09553248939941007,-1.6773876045796063,얼굴 움직임
225_s0065,-0.0024779945622862114,-1.7958070137002524,의자 움직임
225_s0066,-0.52046131740054,-0.18273390370777273,의자 움직임
