name,indiv_feature,global_feature,motion
212_s0001,-0.8756155615021611,0.47963687799423516,의자 흔듬
212_s0002,-0.8748972618062208,0.27591283047494286,입술 움직임
212_s0003,-0.7837048341799024,-0.14779169378148277,의자 흔듬
212_s0004,-0.37378281761507426,-0.7702508379045484,입술 움직임
212_s0005,-0.19504743587956622,-1.0077571420246434,안경 만짐
212_s0006,0.038316321640913406,-1.0532496602594679,입술 움직임
212_s0007,-0.02481346609669317,-0.8992022069904547,의자 흔듬
212_s0008,-0.5101199089544085,-0.1448989499497892,의자 흔듬
212_s0009,-0.6929504005108774,0.395570611040218,몸 앞뒤로 움직임
212_s0010,-0.8172129674390295,0.7357040313293958,의자 흔듬
212_s0011,-1.022153502261256,1.1440116306415515,입술 움직임
212_s0012,-1.2646980477169587,1.4789065018254453,얼굴 만짐
212_s0013,-1.141136692994682,1.3898498579400012,의자 흔듬
212_s0014,-1.8018162985987562,1.8825357157493772,입 움직임
212_s0015,-1.7930808660604078,1.8739946655557371,의자 흔듬
212_s0016,-1.4382240186496098,1.7131558384514916,의자 흔듬
212_s0017,-1.2902768727190401,1.410100789064645,입술 움직임
212_s0018,-1.243267731335932,0.7739951499668836,얼굴 만짐
212_s0019,-1.150899812908235,0.3774975340840528,입술 움직임
212_s0020,-1.1490694562806292,0.28298979433664,턱 만짐
212_s0021,-1.049437943586543,0.2622991068347825,입술 움직임
212_s0022,-1.0237666115875808,0.30014754745432887,의자 흔듬
212_s0023,-0.8410591477795645,0.19889277209439973,턱 만짐
212_s0024,-0.8044697745517564,0.14685322003721152,의자 흔듬
212_s0025,-0.297957665539608,-0.2776606624706788,입술 움직임
212_s0026,-0.4916219900945487,0.042998295836260476,손 움직임
212_s0027,-0.2518746199570854,-0.09015811280746139,의자 흔듬
212_s0028,-0.0401772869254534,-0.6688931128603666,입술 움직임
212_s0029,-0.10704607965646484,-0.8357145452579299,의자 흔듬
212_s0030,0.1134910648502101,-0.7444267860931917,의자 흔듬
212_s0031,0.09289913135623352,0.1210320010005602,의자 흔듬
212_s0032,-0.16005652691588385,1.1877976069972733,입술 움직임
212_s0033,0.42472105976106683,0.895134950182891,의자 흔듬
212_s0034,0.31334526208488545,1.1145768217420966,의자 흔듬
212_s0035,-0.6043587390210703,1.4056498117294998,얼굴 만짐
212_s0036,0.8509517503614232,0.15616185355932416,의자 흔듬
212_s0037,-0.11304410094669558,1.0944459369203723,의자 흔듬
212_s0038,-3.0999887482775743,3.2953964269768337,입술 움직임
212_s0039,-2.8795268613056995,1.7126077452000161,고개 옆으로 움직임
212_s0040,-0.007428499490848721,-0.18490784220995526,입술 움직임
212_s0041,-0.3159377957987314,0.09462258972930392,의자 흔듬
212_s0042,-0.0709780764053767,0.11464418669245578,의자 흔듬
212_s0043,0.495852624915004,-0.5570946826906494,의자 흔듬
212_s0044,0.4510350746344089,-0.8607297666861838,의자 흔듬
