name,indiv_feature,global_feature,motion
222_s0001,1.5686950434392868,-0.5679659182553712,팔 움직임
222_s0002,1.4035262788627565,-0.8848674890341348,하품
222_s0003,-0.2702017000082817,-0.27062263476881476,손 움직임
222_s0004,-0.8428194935913922,-0.48243928172745204,손으로 목 만짐
222_s0005,-0.011154976384868912,-1.8486848845491883,손 꼼지락
222_s0006,0.31308290563954116,-1.5323433879781232,"상체 움직임, 팔 움직임"
222_s0007,0.8029038486807849,-1.4145865728301386,손 꼼지락
222_s0008,0.8077724685520252,-0.8458484771141044,손으로 얼굴 만짐
222_s0009,0.36767438180166334,-0.7987974705037714,"하품, 팔 움직임"
222_s0010,-0.2092525395725098,0.13172222858065466,입 움직임
222_s0011,-0.027830412530155477,0.2199833207718698,손 꼼지락
222_s0012,0.29237579458277163,-0.7007497951566203,상체 움직임
222_s0013,-0.1348908755343593,-0.22266878725890837,팔 움직임
222_s0014,1.2373101318058064,-0.7777258809209643,"손 꼼지락, 팔 움직임"
222_s0015,1.1993685458627577,-1.2336960563877128,팔 움직임
222_s0016,0.1103163411829003,-0.5863031530444641,상체 움직임
222_s0017,0.9365572702776047,0.1275679711610582,손 꼼지락
222_s0018,-1.2046281162055414,-0.8744432394897567,손으로 목 만짐
222_s0019,-1.3708111671615102,-0.2974938354726235,어깨 움직임
222_s0020,-1.0646003466321372,0.00977385836151446,"하품, 팔 움직임"
222_s0021,0.34895081073350875,0.4233473569162605,상체 움직임
222_s0022,-0.1785509185548928,-0.5714050112981953,손 꼼지락
222_s0023,0.879928061085138,-1.5123216935865877,"손 꼼지락, 팔 움직임"
222_s0024,1.03023263008156,-0.6152439293373835,손으로 목 만짐
222_s0025,-0.5135954058816102,0.34405340584701094,손으로 목 만짐
222_s0026,-0.8216747647838151,0.1622380573075109,손으로 눈 만짐
222_s0027,-0.913872199603576,0.024446512526893803,손 꼼지락
222_s0028,-1.3857239102517867,-0.33901543474478796,손 꼼지락
222_s0029,-0.7391971883035985,-1.6517178126194696,상체 움직임
222_s0030,-0.5557635142419334,-1.5789560973356436,손으로 눈 만짐
222_s0031,0.3687346690177305,-0.9455651097996256,손 움직임
222_s0032,0.5940434108968529,-0.47455889413242924,팔 움직임
222_s0033,0.6342277810953958,-0.5531069878348787,손 꼼지락
222_s0034,0.6146663824500573,-0.6855493054155489,하품
222_s0035,0.9964364743182501,-0.7103623701281482,손 꼼지락
222_s0036,1.2185066190494105,-0.39335615084863945,팔 움직임
222_s0037,1.7508613067176488,-0.9695874893064373,손 꼼지락
222_s0038,1.793273515107481,-0.6731336315664205,손으로 목 만짐
222_s0039,1.8418393640385378,-0.5360658493254392,팔 움직임
222_s0040,1.7914662236755114,-0.47252759557768653,손으로 귀 만짐
222_s0041,1.6514711867077119,-0.1261538558397189,턱 괴기
222_s0042,0.6328172888956076,-0.3508581364895013,손 으로 목 만짐
222_s0043,0.7257251751922528,-0.027159314521739,손으로 눈 만짐
222_s0044,0.2615202640349823,0.3043532688851592,하품
222_s0045,0.4209155488892264,1.6631232968963838,팔 움직임
222_s0046,0.5307913334006112,1.8100039658749538,손으로 목 만짐
222_s0047,0.41935294868549544,1.288779129041766,의자 움직임
222_s0048,0.5361839276795027,0.6494077479286773,손 꼼지락
222_s0049,0.18346347513853176,0.029873761686874948,상체 움직임
222_s0050,0.21757350933063208,0.07831559751395253,손 꼼지락
222_s0051,0.05965968174959722,-0.7216134702074072,고개 움직임
222_s0052,0.39022641451911255,-1.1125851962578244,손 꼼지락
222_s0053,1.3710670034913803,-0.5071119001924568,손으로 턱 만짐
222_s0054,1.0826727351523902,-0.1470764952527246,손으로 이마 만짐
222_s0055,0.7979850627773404,-0.14926457500880122,상체 움직임
222_s0056,0.2006253649864798,0.07836630672725878,팔 움직임
222_s0057,1.1078433472261426,-0.11722341051158228,하품
222_s0058,2.0245639025943527,1.1835027028385718,손 꼼지락
222_s0059,1.4353889398989972,0.16092057928186043,상체 움직임
222_s0060,0.5979895209658898,0.3207945054724594,손 꼼지락
222_s0061,0.7976910456841096,-0.4123453614608503,팔 움직임
222_s0062,0.7995284023703153,-0.7755736000157666,하품
