name,indiv_feature,global_feature,motion
211_s0001,0.4605528333196187,-0.2318944495411864,입술 움직임
211_s0002,0.15240413340918194,0.13875344857665106,얼굴 만짐
211_s0003,0.40406222936452585,-0.23372635097902825,턱 만짐
211_s0004,0.3948757151126705,-0.20359466038842933,손 움직임
211_s0005,0.395566963048644,-0.2119965796220674,고개 움직임
211_s0006,0.4671182430266543,-0.4210437124443286,팔 움직임
211_s0007,0.7672463926279399,-0.8286413709498106,손 움직임
211_s0008,0.924606852740361,-0.974666695028084,입술 움직임
211_s0009,1.313736879623737,-1.2499424734045652,팔 움직임
211_s0010,1.2157569769553582,-1.2936931720714475,손 움직임
211_s0011,1.1066561763124392,-1.0960103274090902,입술 움직임
211_s0012,0.3748756029937191,-0.800056266561935,입술 움직임
211_s0013,0.07999096533583369,-0.3848965694266159,입술 움직임
211_s0014,-0.406015140328295,-0.2502439091957737,손 & 팔 움직임
211_s0015,-0.4078288123079375,-0.30969382287439956,의자 흔듬
211_s0016,-0.38845058022098133,-0.421423381714358,팔 움직임
211_s0017,-0.24475213282300493,-0.5074476207842828,손 움직임
211_s0018,-1.4711962531505436,1.7184502435698101,손 움직임
211_s0019,-0.4469028748352422,0.6843650533486295,손 움직임
211_s0020,0.05808575973547834,0.1006111153690139,손 움직임
211_s0021,-0.6929654799281277,1.25358876186145,입 움직임
211_s0022,-1.4141597683519154,2.1122739428474797,몸 움직임
211_s0023,-1.595659389391405,2.482881413977164,손 움직임
211_s0024,-0.16371073747566275,0.20737497028367563,손 움직임
211_s0025,0.1706346107869967,-0.4752284134393007,얼굴 만짐
211_s0026,1.0095826463879618,-1.0897918171581924,손 움직임
211_s0027,0.6312319122843195,-0.10590783353145529,고개 움직임
211_s0028,0.28715309615259843,0.04394956284740882,팔 & 몸 움직임
211_s0029,0.17474450350533888,0.023844477948490855,입 움직임
211_s0030,0.18485679078144812,0.036479393270577275,고개 움직임
211_s0031,0.1645175153767496,0.48866617154089437,입술 움직임
211_s0032,0.14428029024520053,0.9438947750983071,고개 움직임
211_s0033,0.01909673416012621,1.3928214464979798,입술 움직임
211_s0034,-0.17832346248222508,1.5752909825707586,고개 움직임
211_s0035,-0.25535842696520145,0.8993643669667994,자세 바로잡음
211_s0036,-0.21909757493988494,0.6108469282186776,팔 움직임
211_s0037,0.31930024564207515,-0.5808620906654279,손 움직임
211_s0038,0.7844539080396388,-0.0772365876981978,입 움직임
211_s0039,0.46510870889217015,0.1635733577775335,얼굴 찡그림
211_s0040,0.3055429116757877,0.15319047810400713,손 움직임
211_s0041,0.17670152090276076,-0.4020884927594971,목 & 귀 만짐
211_s0042,-1.0754516045052056,0.47913218481684194,손 & 고개 움직임
211_s0043,-1.4924458098382847,0.6341728139077327,의자 흔듬
211_s0044,-1.3323716229261764,0.9650213309523081,손 움직임
211_s0045,-1.0830459465270892,1.281397609555276,입 움직임
211_s0046,-0.8082197030560405,1.2097395373791058,고개 움직임
211_s0047,0.7381362243361633,-0.0990062349506798,손 움직임
211_s0048,1.020366642343229,-0.569254011942516,팔 움직임
211_s0049,1.0748713080091192,-0.9249400617293454,목 만짐
211_s0050,0.7173153368095644,0.05656415590442872,하품함
211_s0051,0.4909519319570379,0.9602218795774413,손 움직임
211_s0052,0.0009216966885881808,0.972003874450559,입 움직임
211_s0053,-0.10021000889974269,0.2523883853608529,코 만짐
211_s0054,0.1107246780882062,-0.3360641354878756,손 움직임
211_s0055,0.4110309622966691,-0.7431213109719276,팔 & 몸 움직임
211_s0056,0.45578431058462765,-1.0420906946685293,입술 움직임
211_s0057,0.4544645659309047,-0.984324468267706,손 움직임
211_s0058,0.5220554722053493,-1.119651311360179,고개 움직임
211_s0059,0.48154606987472137,-0.9119231650210262,입술 움직임
211_s0060,0.6738889533294002,-1.023845317253472,자세 바로잡음
211_s0061,0.6460515392601741,-0.9536531558917489,입술 움직임
211_s0062,0.865882933533505,-1.0409847400641663,입술 움직임
211_s0063,0.8534575498982635,-1.057050157662617,팔 움직임
211_s0064,1.176635652334987,-1.2215173339226495,팔 움직임
211_s0065,-0.47472715193541143,-1.0218652939080957,손 움직임
211_s0066,1.283955954752009,-1.2066415104504657,입술 움직임
211_s0067,0.5328872565894043,-0.987085706509178,입술 움직임
211_s0068,-0.4111314818579768,-0.6266214237333659,입술 움직임
211_s0069,-1.2225775272364574,-0.5747114974359571,입술 움직임
211_s0070,-2.129997649992297,-0.7916367320462493,입술 움직임
211_s0071,-2.214024452068204,-0.8928679784654567,팔 움직임
211_s0072,0.12021566430741362,-1.6040368446456923,팔 움직임
211_s0073,0.6013835731283425,-1.2168628463037554,손 움직임
211_s0074,0.9932850635460522,-0.9645866107741957,하품함
211_s0075,1.0620521862987227,-0.5710963116523876,의자 흔듬
211_s0076,0.6640736701661009,-0.07279606230849475,몸 & 고개 움직임
211_s0077,0.029841398857405374,1.207901323961474,손 움직임
211_s0078,-0.04693672611878494,1.2570244692094277,코 만짐
211_s0079,0.2876468345604567,0.2041760496508751,손 움직임
211_s0080,0.6649174501551147,-0.8330959270614143,자세 바로잡음
211_s0081,1.0297476780278831,-0.7813463960256236,의자 흔듬
211_s0082,0.909354534363025,-0.4874275761479112,입술 움직임
211_s0083,0.8448130498538327,-0.7842340051583442,팔 & 몸 움직임
211_s0084,1.1207405492727935,-1.782638374257369,얼굴 만짐
211_s0085,1.1060156090079754,-1.6844635550371834,손 움직임
211_s0086,1.153624836928192,-1.725642742135998,고개 움직임
211_s0087,1.2221333966267394,-1.9226028760686174,손 & 고개 움직임
211_s0088,1.2449378060650924,-2.002856591592101,손 움직임 & 얼굴 찡그림
211_s0089,1.219528939338725,-2.008418742840507,머리 만짐
211_s0090,0.7376838220940374,-1.2003459803603436,입 & 고개 움직임
211_s0091,-0.9398394665377713,0.30873409912387095,귀 만짐
211_s0092,-1.0440322932546833,-0.22577618700420213,손 움직임
211_s0093,-0.07285973732198392,-0.802143981060109,입 움직임
211_s0094,0.23173197556718214,-0.6044284304059184,고개 움직임
211_s0095,0.36488550919021984,0.3331004146612434,하품함
211_s0096,0.1668031617360735,0.6333227802684631,얼굴 만짐
211_s0097,-0.18744078515578352,0.7560430071961713,입 움직임
211_s0098,-0.3280664846900566,0.8825505732848067,손 움직임
211_s0099,-0.24979453974837015,0.6624275067652676,귀 만짐
211_s0100,-0.19931500071070427,0.574131704023614,손 움직임
211_s0101,0.2227028929722226,0.7218093394740155,팔 움직임
211_s0102,0.3894625311331367,0.17631106580976788,머리 만짐
211_s0103,0.7321337998220432,-0.03703379042638845,손 & 팔 움직임
211_s0104,1.3358029008263461,-0.2779070328471555,얼굴 만짐
211_s0105,1.6622454397930666,-0.23545677269615495,손 움직임
211_s0106,1.2073197996595444,0.08761592720305311,얼굴 만짐
211_s0107,0.8998984529234889,0.06942790599985829,몸 움직임
211_s0108,0.8901712389400267,-0.12076952878441939,얼굴 만짐
211_s0109,0.8105572906569339,-0.3376999518210192,자세 바로잡음
211_s0110,0.6849893594465205,-0.3601399651668052,입 움직임
211_s0111,0.6135496987513073,-0.6294212359984211,의자 흔듬
211_s0112,0.5920560923878492,-0.6724991747890646,입술 움직임
211_s0113,0.3368650031846085,-0.3695219063305789,머리 만짐
211_s0114,-0.10207671611451725,-0.0689352919302342,목 만짐
211_s0115,-0.2608740432510704,-0.04524635944474799,머리 만짐
211_s0116,0.10610451706549547,-0.08918289616087176,손 움직임
211_s0117,0.46248197721058365,-0.2776447664077583,고개 움직임
211_s0118,0.7080960371454719,-0.6159813338163225,얼굴 만짐
211_s0119,-0.07845160327800398,0.5806493209271658,눈 만짐
211_s0120,-1.6431446585787501,2.4282786273484946,눈 가림
211_s0121,-1.9563261971564443,1.989042358587663,코 만짐
211_s0122,-1.5090782383818278,0.864145206288057,의자 흔듬
211_s0123,-0.7558810895171465,-0.13057337297010352,코 만짐
211_s0124,-0.7302752543966419,-0.021746800009114428,손 & 팔 & 고개 움직임
211_s0125,-0.5874199286339353,-0.08454043087961559,머리 만짐
211_s0126,0.06614521688231631,-0.09916333091427758,턱받침
211_s0127,0.6276702890908068,0.5198503692920329,손 & 팔 움직임
211_s0128,0.938077160244793,-0.05376866370287248,머리 만짐
211_s0129,1.2308435640109459,-0.17913241227291948,손 & 팔 움직임
211_s0130,1.4809243589376988,-0.15321606803137924,손 움직임
211_s0131,1.4819269281595058,-0.26429776346478673,고개 움직임
211_s0132,1.6183373318392051,-0.15995045072428804,입술 움직임
211_s0133,1.350140217362877,0.23750155355779365,머리 만짐
211_s0134,1.3002598360070432,-0.1841965713956303,손 움직임
211_s0135,0.874437996799462,0.058389013379222005,자세 바로잡음
211_s0136,0.8882559271196673,-0.14929978369186803,의자 흔듬
211_s0137,0.9068687160449038,-0.2757744077762016,입술 움직임
211_s0138,0.9960644342080639,-0.7062907403381798,코 만짐 & 고개 움직임
211_s0139,1.1163835150271857,-1.258640821549836,몸 & 고개 움직임
211_s0140,1.4095872765248585,-1.4913378176973247,고개 움직임
211_s0141,1.5136506576228645,-1.056165985426553,얼굴 찡그림
211_s0142,0.5743449675088534,-0.4872672776481412,몸 & 팔 & 고개 움직임
211_s0143,-0.4592825701480861,0.5402279176951631,의자 흔듬
211_s0144,-0.6106430374271449,0.6414660282124909,몸 & 팔 움직임
211_s0145,-0.6052406987008844,0.30760500032542254,손 움직임
211_s0146,0.49607520111426134,-0.3542143098436405,팔 움직임
211_s0147,0.3076188670555721,-0.04868691492329159,의자 & 고개 흔듬
211_s0148,-0.16127091600344307,0.0986534594787757,눈 만짐
211_s0149,-0.37003849541337164,-0.12664386009785653,몸 & 팔 & 고개 움직임
211_s0150,-0.6594825867772993,0.6135825779961949,자세 바로잡음
211_s0151,-0.990879919907796,1.6121459632426758,고개 움직임
211_s0152,-0.5379989434524409,1.47072188401301,의자 흔듬
211_s0153,-0.6650728693422694,1.6492935619512146,입술 움직임
211_s0154,-0.37913587509133184,1.4037292273880873,고개 움직임
211_s0155,0.9417216608462161,0.284296676769151,얼굴 만짐
211_s0156,1.315077960358711,-0.8621364855512267,하품함
211_s0157,1.185700264620279,-0.5896958734102636,손 움직임
211_s0158,1.185700264620279,-0.5896958734102636,입술 움직임
211_s0159,-0.09374772074176715,0.02878987325897562,얼굴 만짐
211_s0160,-0.6450044930340145,0.11370874099786912,고개 움직임
211_s0161,-1.3774562325627897,1.1396606522531116,눈 가림
211_s0162,-1.969705898212968,1.8831659684399025,코 만짐
211_s0163,-2.3049882303022016,1.5786426829249625,눈 가림
211_s0164,-2.4795373006549157,1.0274783867491797,고개 움직임
211_s0165,-2.6494439917272117,1.1337265949243682,손 움직임
211_s0166,-2.653349457920996,0.946848892427485,코 만짐
211_s0167,-2.2906886397537884,0.754397880376112,목 만짐
211_s0168,-1.728965582783572,0.5481481284809794,몸 & 팔 & 고개 움직임
211_s0169,-1.2570933666448438,0.5393875186978783,손 움직임
