name,indiv_feature,global_feature,motion
105_s0001,0.7032288862558441,0.653186776111236,손 꼼지락
105_s0002,0.538874260307005,0.9194946145885626,웃음
105_s0003,0.11897951756680274,1.4313454065643032,웃음
105_s0004,0.600894861533584,1.844452770505642,"웃음, 입 움직임"
105_s0005,0.9698513409284469,1.5782505064233536,어깨 들썩
105_s0006,0.49369963967084,1.290647476124582,"팔 움직임, 턱 괴기"
105_s0007,0.5557091700127524,0.9272705122355372,웃음
105_s0008,0.47335713537417407,0.4743497277808852,입 움직임
105_s0009,-0.6018090798057145,-0.016291814896553153,코 파기
105_s0010,-0.5469695748831738,-0.8172939832116295,손 움직임
105_s0011,-1.2901337076804065,-1.6149676112884694,"팔 움직임, 턱 괴기"
105_s0012,-1.349698459930673,-1.8036726733977824,시선 카메라
105_s0013,-1.898878396668178,-1.8125049387501715,시선 카메라
105_s0014,-1.7285345488546469,-0.8650584427792729,입 벌리기
105_s0015,-1.5468007629068594,-0.9245825138324865,입 벌리기
105_s0016,-0.525874873361223,-0.10946018068412021,"입 벌리기, 입 다물기"
105_s0017,0.38608913188576754,0.16128050238284272,손 움직임
105_s0018,0.5414228870950423,0.1095716939389502,입 움직임
105_s0019,-0.19269171987313918,0.11633462665249185,"팔 움직임, 손 움직임"
105_s0020,0.08435519258001355,0.9187836860453832,"팔 움직임, 손 움직임"
105_s0021,-0.728069679176474,0.790426290409853,팔 들어 검지로 화면 가리키기
105_s0022,-0.4488236864571069,0.7103031883398228,찡그림
105_s0023,-0.19642467651066936,-0.027180413132440625,손 꼼지락
105_s0024,-0.14340159191481652,-0.1923825608786726,팔 뻗기
105_s0025,-0.4053886640247232,0.18025721351634416,하품하면서 팔 움직임
105_s0026,0.07115311227508932,0.09836029068447869,자세 변경
105_s0027,-0.4306447878179415,-0.7777429547356506,입 움직임
105_s0028,-0.3784960707827005,-0.6571403100567238,팔 들어 인중 긁기
105_s0029,-0.7056811027829413,-0.5969586921088352,입 벌렸다 다물기
105_s0030,-0.6933424093051836,0.5226223463124323,입 움직임
105_s0031,-0.7409393111643103,0.4427152346756311,코 파기
105_s0032,-0.4850044558222019,-0.47402492183826594,시선 아래
105_s0033,-0.7297011577960782,-0.7415940409855506,팔 움직임
105_s0034,-0.46076528211613854,-0.4972928694258301,팔 들어 귀 만지기
105_s0035,-0.3642104348861516,1.1557486077845784,웃음
105_s0036,0.2705746957216365,1.3362891087690298,손 꼼지락
105_s0037,0.48947330866108796,0.9812238564266674,웃음
105_s0038,0.35506570925005443,1.7406391211208867,팔 뻗기
105_s0039,0.3105129059733692,1.6100681255226026,검지 손가락으로 가리키기
105_s0040,0.5785804268210671,1.547590885194489,검지 손가락으로 X 만들기
105_s0041,-0.2956687960052562,0.35535147005937145,오른손으로  O 만들어 흔들기
105_s0042,-0.9914362960025562,-0.16322113630577453,양 손가락 네개 펴서팔 흔들기
105_s0043,-1.4205258580750588,0.07561368739198708,팔 뻗기
105_s0044,-0.5163959587210621,1.6525637898692986,양 손으로 손가락 네개 펴고 한 손으로 손가락 네개 펴기
