name,indiv_feature,global_feature,motion
103_s0001,0.6090584484387354,-0.3593756195374325,웃음
103_s0002,0.6854158797851866,0.016920737185363896,눈썹 움직임
103_s0003,0.5478550910200763,-0.7003233781807369,손 & 팔 움직임
103_s0004,0.36588386983908555,-1.5006489977056905,눈썹 움직임
103_s0005,0.37463723994425,-1.592690401587341,웃음
103_s0006,0.3479599603419341,-1.7788086639797513,고개 들음
103_s0007,0.5840806205689498,-2.0748074803961916,입 움직임
103_s0008,0.6380696818566861,-1.977976123590624,몸 움직임
103_s0009,0.681199928213285,-1.6909024536298827,웃음
103_s0010,0.7889849644021834,-1.2071254705900452,팔 움직임
103_s0011,0.5020110610948045,-0.6851797100216888,몸 움직임
103_s0012,0.4811668546990159,-0.59587086531706,입 움직임
103_s0013,0.17666414712254183,-0.3662346245711045,눈썹 움직임
103_s0014,0.3046795752609219,0.28567787973817865,팔 움직임
103_s0015,0.10538943081266879,-0.13285224525956033,눈썹 움직임
103_s0016,-0.1759114357863619,-0.022000762847268297,이마 만짐
103_s0017,-0.22575674676059843,0.036932658563738625,자세 바로잡기
103_s0018,-0.02550697315369149,0.008974517314693658,고개 돌림
103_s0019,0.24356389050592442,-0.17946926653549208,입 움직임
103_s0020,0.48967671274573027,0.12322757236543165,이마 만짐
103_s0021,0.031478376791807185,0.8738690196997906,자세 바로잡기
103_s0022,0.02195716066187262,0.8631294831110935,손 만짐
103_s0023,0.031005718867082692,0.8845347748395682,눈썹 움직임
103_s0024,0.09046314571323232,-0.20757154248417592,자세 바로잡기
103_s0025,0.09771687976747627,-0.41013017951214953,손 움직임
103_s0026,-0.1788414108395163,-0.5880388051728033,입 움직임
103_s0027,0.2858027003106079,-0.4922197060397573,눈썹 움직임
103_s0028,0.39548959122653976,-0.6197635446906167,의자 흔들기
103_s0029,0.38220019462727967,0.0943664664235608,눈썹 움직임
103_s0030,0.3974283540082974,0.07566394296663664,입 움직임
103_s0031,0.555792600829738,-0.2715864489349735,눈썹 움직임
103_s0032,0.9397179115337773,-0.4333118776582466,입 움직임
103_s0033,1.1033531633657279,-0.5703624510431332,웃음
103_s0034,1.1659843374957735,-0.6568504203226333,팔 움직임
103_s0035,1.1977072814553522,-1.3095668054775091,손 움직임
103_s0036,1.210101451730309,-1.4436554072526944,눈썹 움직임
103_s0037,1.300909682760989,-1.7501208201247256,손 움직임
103_s0038,1.32440226782495,-1.9827464881823758,입 움직임
103_s0039,1.328546634628058,-2.0608760610242745,몸 움직임
103_s0040,1.2836721140528171,-2.0867639975553645,눈썹 움직임
103_s0041,1.1052155150580993,-1.293558705302103,입 움직임
103_s0042,1.0371608504377114,-1.2244267631192376,고개 움직임
103_s0043,1.028427007017145,-1.2567931805642634,눈썹 움직임
103_s0044,1.1521200147665864,-1.1294584888264838,눈썹 움직임
103_s0045,1.4617959496367878,-0.8827791426936027,손 움직임
103_s0046,1.4540877844952405,-0.9196942438789862,고개 움직임
103_s0047,1.2748144954162623,-1.410921277536981,눈썹 움직임
103_s0048,0.9875746540957001,-1.1718636693992124,이마 만짐
103_s0049,0.04684974896571743,-0.4181573413623738,눈썹 움직임
103_s0050,-0.6335202122971111,-0.39137024610823573,얼굴 가리는 행위
103_s0051,-1.3650631552976142,-0.2045858124339941,얼굴 가리는 행위
103_s0052,-2.2400983236421115,-0.13511401939084644,눈썹 움직임
103_s0053,-2.0394880453504842,0.22063233283307315,팔 움직임
103_s0054,-1.8749640706856412,0.19401384908650202,대답함
103_s0055,-2.049640305808349,0.5759482520685307,입 움직임
103_s0056,-2.1047605827715943,0.941398099155887,팔 움직임
103_s0057,-1.9600510229856434,1.1722581785788329,눈썹 움직임
103_s0058,-1.1181371208578037,1.169584240732716,대답함
103_s0059,-1.1481635991338777,1.2313537043486917,팔 움직임
103_s0060,-1.2662846479958996,1.0765472477785079,얼굴 가리는 행위
103_s0061,-1.741211771070506,1.3355811664180435,팔 움직임
103_s0062,-1.6541757628359826,1.3014484859007827,눈썹 움직임
103_s0063,-1.3176572474786794,1.2515347759106925,고개 움직임
103_s0064,-1.29997876777315,1.283866986876961,눈썹 움직임
103_s0065,-1.2529919003915617,1.2414294700444926,팔 움직임
103_s0066,-1.3060393557234757,1.7764631116919156,안경 만짐
103_s0067,-1.3538657045050089,1.8997442676973992,눈썹 움직임
103_s0068,-0.926786367982963,1.4569987084966012,눈썹 움직임
103_s0069,-0.2363882405280761,0.9499598019187889,팔 움직임
103_s0070,-0.02471022092643573,0.7671207194120825,손 움직임
103_s0071,-0.05475890716633546,0.7140067197984332,자세 바로잡기
103_s0072,0.2580123704609767,-0.06001860384142098,눈썹 움직임
103_s0073,0.7369667524370257,-0.7256008612797885,손 움직임
103_s0074,0.8453956792780599,-0.6705355057588939,눈썹 움직임
103_s0075,1.1531303516056528,-0.8662282832798636,팔 움직임
103_s0076,1.2447845801538695,-0.7877834373996514,하품
103_s0077,1.1139760845533084,-0.3625341316066256,눈썹 움직임
103_s0078,1.049335926962868,-0.019207790695184704,손 & 팔 움직임
103_s0079,0.541907739183852,0.6904709706078606,눈썹 움직임
103_s0080,0.6694807260207629,0.5852522349288994,자세 바로잡기
103_s0081,0.49386281749602606,0.6443244542627642,입 움직임
103_s0082,-0.07936583052453458,0.5628110599708128,손 움직임
103_s0083,0.16228331962521497,0.24996842607017072,눈썹 움직임
103_s0084,0.2342598840799739,0.2527101293109039,손 움직임
103_s0085,0.35434973682320137,0.10496992560844684,눈썹 움직임
103_s0086,0.3448156302962203,0.07034675599347977,고개 움직임
103_s0087,0.28956245140759507,0.02620887133972356,눈썹 움직임
